addr	symbol	size	class	source	status	fuzzy	alternatives
001c0ce8	func_001c0ce8	76	branchy	m2c	near	89.16	e3:near:70.39;lift:near:45.26;ghidra:near:45.0
001c0d38	_Z16u_tail4_001c0d38jjjj	292	vu0	lift	near	83.15	m2c:near:67.38;ghidra:near:66.37
001c0e60	_ZN2YS3OBJ6detachEv	444	vu0	lift	near	77.20	m2c:near:69.65;ghidra:near:42.44
001c1060	_ZN2YS3OBJ9DetachAllEv	88	loop	ghidra	near	95.22	lift:near:84.13;m2c:near:51.82;e3:near:33.64
001c10c8	func_001c10c8	48	loop	lift	exact	100.00	ghidra:exact:100.0;m2c:near:99.92;corpus:near:94.83
001c10f8	func_001c10f8	52	straight	ghidra	near	32.15	m2c:near:27.92;lift:near:0.0
001c1130	func_001c1130	120	loop	ghidra	near	55.17	m2c:near:11.67
001c11e0	func_001c11e0	56	loop	lift	exact	100.00	ghidra:near:34.88;m2c:compile:0.0
001c1268	func_001c1268	156	branchy	lift	near	84.00	m2c:near:68.74;ghidra:near:57.95
001c1308	func_001c1308	156	branchy	lift	near	84.00	m2c:near:68.74;ghidra:near:57.95
001c13a8	func_001c13a8	60	straight	lift	near	81.87	ghidra:near:81.87;m2c:near:81.87
001c13e8	func_001c13e8	60	straight	lift	near	81.87	ghidra:near:81.87;m2c:near:81.87
001c1428	func_001c1428	180	loop	lift	near	84.27	m2c:near:63.0;ghidra:near:29.24
001c14e0	func_001c14e0	444	vu0	lift	near	75.74	m2c:near:18.52;ghidra:near:9.61
001c16a0	func_001c16a0	76	branchy	lift	near	45.00	ghidra:near:45.0;m2c:near:45.0
001c1708	func_001c1708	64	loop	lift	exact	100.00	m2c:exact:100.0;ghidra:near:86.18
001c1748	func_001c1748	96	branchy	lift	near	79.96	ghidra:near:39.96;m2c:near:2.83
001c1808	func_001c1808	136	loop	m2c	near	86.47	lift:near:81.51;ghidra:near:67.15
001c1890	func_001c1890	64	straight	lift	near	61.06	m2c:near:61.06;ghidra:near:55.84;e3:near:28.24
001c18d0	func_001c18d0	104	branchy	lift	near	93.70	m2c:near:73.96;ghidra:near:65.68
001c1938	func_001c1938	248	vu0	lift	near	92.85	m2c:near:0.0;ghidra:compile:0.0
001c1a30	func_001c1a30	216	float	lift	near	64.63	m2c:near:49.54;ghidra:near:34.52
001c1b08	func_001c1b08	448	vu0	lift	near	40.59	ghidra:near:9.94;m2c:near:0.0
001c1d90	func_001c1d90	100	float	lift	exact	100.00	ghidra:near:51.62;m2c:near:38.28;e3:near:0.0
001c1df8	_Z16ctarget_001c1df8jjjj	488	vu0	lift	near	82.69	ghidra:near:0.0;m2c:near:0.0
001c1fe0	func_001c1fe0	248	vu0	lift	near	77.63	ghidra:near:8.58;m2c:near:0.0
001c20e8	func_001c20e8	480	loop	m2c	near	56.31	e3:near:28.37;ghidra:near:25.66;lift:near:3.34
001c23a8	func_001c23a8	232	float	lift	near	98.90	ghidra:near:75.56;m2c:near:43.79
001c2490	func_001c2490	232	float	lift	near	98.90	ghidra:near:75.56;m2c:near:43.79
001c2578	_ZN2YS7MASSOBJ9_OVR_execEv	40	straight	lift	exact	100.00	twins:exact:100.0;ghidra:exact:100.0;m2c:exact:100.0;corpus:near:83.25
001c25e8	func_001c25e8	420	switch	lift	exact	100.00	m2c:near:98.53;ghidra:near:55.83;e3:near:35.34
001c2858	func_001c2858	160	float	m2c	near	23.30	ghidra:near:12.05
001c28f8	func_001c28f8	476	float	lift	near	66.30	ghidra:near:38.71;m2c:near:27.78
001c2b70	func_001c2b70	52	loop	lift	exact	100.00	ghidra:exact:100.0;m2c:near:92.64;corpus:near:79.92
001c2ba8	func_001c2ba8	88	loop	lift	exact	100.00	m2c:near:99.95;ghidra:near:95.65;e3:near:46.72
001c2c00	_ZN2YS7HITMARK3AddEPN3ryj6EFFECTE	148	float	ghidra	near	92.84	lift:near:61.3;m2c:near:48.88
001c2c98	func_001c2c98	76	straight	lift	exact	100.00	ghidra:near:97.53;m2c:near:97.53
001c2ce8	func_001c2ce8	76	straight	lift	exact	100.00	ghidra:near:97.53;m2c:near:97.53;e3:near:40.97
001c2d48	func_001c2d48	48	straight	ghidra	near	94.08	m2c:near:59.0;lift:near:0.0
001c2d88	func_001c2d88	304	loop	lift	near	88.14	m2c:near:83.37;ghidra:near:77.71
001c2eb8	_Z16u_call4_001c2eb8jjjj	216	loop	m2c	near	82.98	ghidra:near:57.93;lift:near:34.47
001c2f90	func_001c2f90	208	float	lift	near	82.66	ghidra:near:48.92;m2c:near:43.37
001c3060	func_001c3060	240	loop	m2c	near	85.78	lift:near:81.44;e3:near:66.97;ghidra:near:63.1
001c3150	func_001c3150	1100	float	lift	near	90.59	m2c:near:74.65;e3:near:50.76;ghidra:near:44.02
001c35a0	func_001c35a0	116	loop	ghidra	near	71.52	m2c:compile:0.0
001c3670	func_001c3670	120	loop	m2c	near	81.47	lift:near:76.52;ghidra:near:48.49
001c3748	func_001c3748	264	loop	m2c	near	63.94	lift:near:33.31;ghidra:near:32.14
001c38c0	func_001c38c0	180	float	lift	near	96.39	m2c:near:61.89;ghidra:near:33.02;e3:near:0.0
001c39d0	func_001c39d0	208	float	m2c	near	64.08	ghidra:near:44.07;lift:compile:0.0
001c3aa0	func_001c3aa0	128	float	lift	exact	100.00	m2c:near:86.84;ghidra:near:32.56;e3:near:0.0
001c3b20	func_001c3b20	132	vu0	lift	near	56.85	ghidra:near:0.39;m2c:near:0.0
001c3ba8	func_001c3ba8	252	float	lift	exact	100.00	m2c:near:81.81;ghidra:near:48.74
001c3cd8	func_001c3cd8	32	float	lift	near	98.75	ghidra:near:84.38;m2c:near:65.0
001c3cf8	func_001c3cf8	292	vu0	lift	near	63.34	ghidra:near:13.48;m2c:near:0.0
001c3e20	func_001c3e20	292	vu0	lift	near	59.75	ghidra:near:0.0;m2c:near:0.0
001c3f58	func_001c3f58	244	loop	ghidra	near	54.34	m2c:near:47.66
001c4080	_Z16wtarget_001c4080jjjj	60	branchy	lift	near	75.88	ghidra:near:8.75;m2c:near:0.0
001c4170	func_001c4170	24	straight	lift	exact	100.00	ghidra:exact:100.0;m2c:near:72.25
001c4188	func_001c4188	280	float	m2c	near	50.47	ghidra:near:19.05;lift:near:17.31
001c42c0	func_001c42c0	336	vu0	lift	near	67.38	ghidra:near:8.33;m2c:near:3.87
001c4498	func_001c4498	132	float	lift	near	87.88	ghidra:near:47.17;m2c:compile:0.0
001c4520	func_001c4520	900	float	ghidra	near	37.12	m2c:near:23.29
001c4918	func_001c4918	1200	vu0	m2c	near	40.51	ghidra:near:21.94
001c4e30	func_001c4e30	444	vu0	lift	near	76.70	ghidra:near:0.0;m2c:near:0.0
001c51d8	func_001c51d8	932	vu0	m2c	near	36.38	ghidra:near:17.84
001c5c60	func_001c5c60	440	vu0	lift	near	79.55	ghidra:near:5.14;m2c:near:0.0
001c5e88	func_001c5e88	176	vu0	lift	near	65.00	m2c:near:47.86;ghidra:near:9.52
001c5f38	func_001c5f38	64	branchy	lift	exact	100.00	ghidra:near:80.72;m2c:near:74.62
001c5f90	func_001c5f90	376	vu0	lift	near	31.27	ghidra:near:28.35;m2c:near:5.14
001c6320	func_001c6320	220	vu0	lift	near	73.23	m2c:near:27.6;ghidra:near:18.71
001c6400	func_001c6400	92	vu0	lift	near	21.13	m2c:near:6.43;ghidra:near:0.78
001c6460	func_001c6460	740	vu0	lift	near	59.93	ghidra:near:0.0;m2c:near:0.0
001c6748	func_001c6748	24	straight	lift	exact	100.00	ghidra:exact:100.0;m2c:near:90.0
001c6760	func_001c6760	240	vu0	lift	near	86.05	ghidra:near:14.96;m2c:near:3.83
001c6850	func_001c6850	144	float	lift	exact	100.00	m2c:near:57.0;ghidra:near:18.94
001c6900	func_001c6900	292	vu0	lift	near	72.89	ghidra:near:44.11;m2c:near:43.73
001c6c78	_Z16wtarget_001c6c78jjjj	412	vu0	lift	near	77.23	ghidra:near:72.91;m2c:near:71.87
001c6e58	func_001c6e58	68	straight	lift	exact	100.00	ghidra:near:86.32;m2c:near:60.29
001c6ea0	func_001c6ea0	68	straight	lift	exact	100.00	ghidra:near:86.32;m2c:near:60.29
001c6ee8	_ZN2YS10MASSEFFECT7MANAGER10exec_zsortEv	40	straight	lift	exact	100.00	twins:exact:100.0;ghidra:exact:100.0;m2c:exact:100.0;corpus:near:83.25
001c6fa8	func_001c6fa8	156	float	lift	near	58.27	ghidra:near:54.72;m2c:near:46.0
001c7048	func_001c7048	156	float	lift	near	58.27	ghidra:near:54.72;m2c:near:46.0
001c70e8	func_001c70e8	96	float	lift	near	43.75	m2c:near:35.39;ghidra:near:15.33
001c7148	func_001c7148	108	float	lift	near	65.37	m2c:near:40.88;ghidra:near:22.48
001c71f8	func_001c71f8	488	vu0	lift	near	87.83	m2c:near:55.27;ghidra:near:15.27
001c73e0	_Z16u_call4_001c73e0jjjj	60	float	permute	near	99.87	lift:near:55.2;m2c:near:55.13;ghidra:near:40.2
001c7440	func_001c7440	220	float	lift	near	84.61	m2c:near:52.53;ghidra:near:31.07
001c7540	func_001c7540	444	vu0	lift	near	77.32	m2c:near:27.24;ghidra:near:14.98
001c7720	_ZN2YS11PRIZEEFFECT12phase_al_getEv	444	vu0	lift	near	77.32	m2c:near:27.24;ghidra:near:14.98
001c7950	_ZN2YS11PRIZEEFFECT7can_getEPNS_6BTLOBJEff	76	float	lift	near	66.05	m2c:near:47.05;ghidra:near:22.26
001c79a0	_ZN2YS11PRIZEEFFECT3getEPNS_6BTLOBJEi	276	vu0	lift	near	60.29	ghidra:near:0.0;m2c:near:0.0
001c7c68	func_001c7c68	60	straight	lift	exact	100.00	ghidra:near:67.82;m2c:near:34.94
001c7ca8	_ZN2YS8PRIZE_MU11AppearTableERKN2kn7FVectorEPKNS_10PRIZETABLEE	228	float	lift	near	72.29	m2c:near:56.55;e3:near:28.9;ghidra:near:27.43
001c7d90	func_001c7d90	280	float	ghidra	near	80.73	lift:near:74.42;e3:near:60.27;m2c:near:4.0
001c7f10	func_001c7f10	168	loop	lift	exact	100.00	ghidra:near:70.61;m2c:near:67.05
001c7fb8	_ZN2YS6SUMMONC1EPKNS_8OBJENTRYERKN2kn7FVectorEf	168	loop	lift	exact	100.00	ghidra:near:70.61;m2c:near:67.05
001c8118	func_001c8118	180	loop	lift	near	97.48	ghidra:near:69.98;m2c:compile:0.0
001c81d0	func_001c81d0	192	loop	lift	near	94.24	ghidra:near:94.17;m2c:compile:0.0
001c8300	func_001c8300	248	float	m2c	near	56.81	ghidra:near:43.0;e3:near:10.88;lift:link:0.0
001c8710	func_001c8710	64	straight	lift	exact	100.00	m2c:exact:100.0;ghidra:near:96.25
001c8750	func_001c8750	56	straight	lift	exact	100.00	m2c:exact:100.0;ghidra:near:95.71
001c8788	func_001c8788	176	branchy	ghidra	near	70.13	m2c:near:52.61;lift:near:41.23
001c88a8	_ZN2YS6SUMMON6AppearERKN2kn7FVectorEf	156	float	m2c	near	89.80	ghidra:near:69.17;lift:near:66.7
001c8948	_Z16ctarget_001c8948jjjj	96	branchy	lift	exact	100.00	ghidra:near:80.68;m2c:near:59.58
001c89a8	func_001c89a8	196	loop	m2c	near	90.31	ghidra:near:89.36;lift:near:80.73
001c8a90	func_001c8a90	28	straight	lift	near	41.29	ghidra:near:41.29;m2c:near:35.12
001c8b48	_ZN2YS6SUMMON11IsTinkExistEv	92	branchy	ghidra	near	87.00	m2c:near:76.2;lift:near:52.04
001c8c38	func_001c8c38	136	straight	ghidra	near	38.38	lift:near:12.47;m2c:compile:0.0
001c8de0	func_001c8de0	28	straight	lift	exact	100.00	corpus:exact:100.0;ghidra:exact:100.0;m2c:near:48.2
001c8ec0	func_001c8ec0	168	loop	lift	near	65.24	m2c:near:56.34;ghidra:near:44.86
001c8fe8	func_001c8fe8	152	float	lift	near	83.79	m2c:near:72.74;ghidra:near:41.03
001c9080	func_001c9080	64	straight	ghidra	near	83.75	m2c:near:65.24;lift:near:61.88;e3:near:0.0
001c90c0	func_001c90c0	48	straight	lift	exact	100.00	ghidra:exact:100.0;m2c:near:82.92;corpus:near:65.42;e3:near:0.0
001c91c8	func_001c91c8	188	vu0	lift	near	56.47	m2c:near:30.13;ghidra:near:4.81
001c92a0	func_001c92a0	552	vu0	lift	near	52.44	m2c:near:12.74;ghidra:near:1.4
001c96c8	func_001c96c8	164	float	lift	near	67.44	m2c:near:51.44;ghidra:near:36.59;e3:near:0.0
001c97b0	_ZN2YS9SACRIFICE9StartPartEif	176	float	ghidra	near	66.71	m2c:near:62.73;lift:near:52.11
001c9860	_ZN2YS9SACRIFICE9StartFormEi	140	float	lift	exact	100.00	e3:near:41.45;ghidra:near:25.14;m2c:near:16.83
001c9958	func_001c9958	88	branchy	m2c	near	56.36	lift:near:0.0;e3:near:0.0;ghidra:near:0.0
001c99b0	func_001c99b0	264	float	lift	near	89.32	ghidra:near:69.79;m2c:near:52.39
001c9ab8	func_001c9ab8	124	loop	m2c	near	99.35	ghidra:near:72.5;lift:near:72.42
001c9b38	_ZN2YS9SACRIFICE16GetCommandStatusEPKNS_12COMMAND_ELEME	88	branchy	m2c	near	56.82	lift:near:48.41;ghidra:near:45.68;e3:near:29.16
001c9b90	func_001c9b90	112	loop	ghidra	near	95.71	lift:near:92.76;m2c:near:80.58;e3:near:44.67
001c9c00	func_001c9c00	120	loop	ghidra	near	92.90	lift:near:91.77;m2c:near:76.4;e3:near:0.0
001c9c78	func_001c9c78	268	float	m2c	near	63.03	ghidra:near:30.27;lift:near:7.22
001c9d88	_ZN2YS9SACRIFICE6CanEndEv	40	straight	lift	exact	100.00	ghidra:exact:100.0;m2c:exact:100.0;corpus:near:94.0
001c9db0	func_001c9db0	72	loop	lift	near	92.11	m2c:near:73.0;ghidra:near:61.1
001c9df8	func_001c9df8	84	loop	m2c	near	99.29	ghidra:near:90.65;e3:near:90.0;lift:near:42.14
001c9e50	_ZN2YS9SACRIFICE10WaitStableEP4TASK	80	loop	ghidra	near	90.91	e3:near:57.0;m2c:near:25.71
001c9ee8	func_001c9ee8	372	vu0	lift	near	70.03	ghidra:near:23.13;m2c:near:21.8
001ca148	func_001ca148	764	vu0	ghidra	near	0.00	m2c:near:0.0;lift:compile:0.0
001ca448	func_001ca448	76	branchy	m2c	near	74.70	lift:near:29.63;ghidra:near:29.05
001ca4a8	func_001ca4a8	396	vu0	lift	near	93.63	m2c:near:31.25;ghidra:near:16.12
001ca718	func_001ca718	60	straight	lift	exact	100.00	ghidra:near:67.82;m2c:near:34.94
001ca758	func_001ca758	216	loop	e3	near	91.52	lift:near:72.49;m2c:near:72.48;ghidra:near:72.26
001ca950	func_001ca950	56	straight	lift	exact	100.00	ghidra:near:85.0;m2c:near:37.67
001ca988	func_001ca988	56	straight	lift	exact	100.00	ghidra:near:85.0;m2c:near:37.67
001ca9e0	func_001ca9e0	296	vu0	lift	near	62.82	m2c:near:26.07;ghidra:near:0.0
001cab28	func_001cab28	532	vu0	lift	near	68.84	ghidra:near:17.77;m2c:near:0.0
001cad60	func_001cad60	380	vu0	lift	near	66.53	m2c:near:18.34;ghidra:near:15.53
001caf00	_Z16u_call4_001caf00jjjj	392	vu0	lift	near	61.22	m2c:near:23.35;ghidra:near:19.84
001cb0a8	func_001cb0a8	212	vu0	lift	near	75.74	ghidra:near:0.0;m2c:near:0.0
001cb1a0	func_001cb1a0	212	vu0	lift	near	74.20	m2c:near:70.25;ghidra:near:51.62
001cb278	_Z16u_call4_001cb278jjjj	504	vu0	lift	near	71.09	m2c:near:33.36;ghidra:near:24.31
001cb470	_Z16u_call4_001cb470jjjj	588	vu0	lift	near	59.88	ghidra:near:19.76;m2c:near:2.05
001cb720	func_001cb720	380	vu0	lift	near	66.53	m2c:near:18.34;ghidra:near:15.53
001cb8c0	func_001cb8c0	464	vu0	lift	near	65.99	m2c:near:35.16;ghidra:near:24.47
001cbbf8	func_001cbbf8	60	straight	lift	exact	100.00	ghidra:near:67.82;m2c:near:34.94
001cbc50	func_001cbc50	156	branchy	ghidra	near	76.05	m2c:near:50.82
001cbcf0	func_001cbcf0	320	vu0	lift	near	67.81	ghidra:near:31.36;m2c:near:28.36
001cbe30	func_001cbe30	136	branchy	lift	near	74.12	m2c:near:64.53;ghidra:near:62.12
001cbeb8	func_001cbeb8	100	branchy	lift	near	88.27	m2c:near:83.56;ghidra:near:76.31;e3:near:40.48
001cbf50	func_001cbf50	152	float	lift	near	80.00	m2c:near:78.05;ghidra:near:0.0
001cc0e8	func_001cc0e8	60	straight	lift	exact	100.00	ghidra:near:67.82;m2c:near:34.94
001cc160	_ZN2YS8PRIZE_CA6AppearEPNS_6BTLOBJEi	192	loop	lift	near	75.00	ghidra:near:60.31;m2c:near:42.29
001cc220	func_001cc220	308	float	m2c	near	36.44	ghidra:near:34.9;lift:near:20.95
001cc3b8	func_001cc3b8	528	vu0	lift	near	65.97	m2c:near:20.6;ghidra:near:15.5
001cc888	func_001cc888	152	vu0	lift	near	42.37	ghidra:near:0.0;m2c:near:0.0
001cc9c8	func_001cc9c8	216	vu0	m2c	near	13.39	ghidra:near:0.0
001ccac0	func_001ccac0	376	float	lift	near	40.14	ghidra:near:28.89;e3:near:14.48;m2c:near:13.73
001ccc38	func_001ccc38	320	vu0	lift	near	69.21	ghidra:near:0.0;m2c:near:0.0
001ccda0	func_001ccda0	76	loop	lift	exact	100.00	m2c:exact:100.0;ghidra:near:74.25
001cced8	func_001cced8	60	straight	lift	exact	100.00	ghidra:near:67.82;m2c:near:34.94
001ccf18	func_001ccf18	136	loop	ghidra	near	81.09	m2c:near:79.89;lift:near:72.47
001ccfa0	func_001ccfa0	212	float	ghidra	near	50.55	lift:near:0.0;m2c:near:0.0
001cd078	func_001cd078	240	switch	lift	near	90.46	m2c:near:83.64;ghidra:near:60.11
001cd168	func_001cd168	336	loop	ghidra	near	29.12	m2c:near:12.3
001cd2b8	func_001cd2b8	208	loop	lift	near	60.34	ghidra:near:58.23;m2c:near:34.53
001cd388	func_001cd388	308	loop	ghidra	near	30.71	m2c:near:25.57
001cd4c0	func_001cd4c0	96	branchy	m2c	near	89.29	ghidra:near:81.4;lift:near:59.75
001cd520	func_001cd520	40	straight	ghidra	near	57.00	m2c:near:9.5
001cd548	_Z16wtarget_001cd548jjjj	216	branchy	lift	near	74.57	ghidra:near:49.1;m2c:near:0.0
001cd690	func_001cd690	280	loop	m2c	near	84.86	lift:near:63.06;ghidra:near:32.59
001cd7a8	func_001cd7a8	416	loop	m2c	near	49.06	lift:near:45.24;ghidra:near:42.48
001cda88	_ZN2YS13CHOOSE_ATTACKC1EPNS_5PARTYERKNS_6TARGETE	320	vu0	lift	near	68.69	m2c:near:29.48;ghidra:near:18.31
001cdbc8	func_001cdbc8	496	vu0	lift	near	76.97	ghidra:near:32.73;m2c:near:7.52
001cddb8	func_001cddb8	160	loop	ghidra	near	93.70	lift:near:77.53;m2c:near:33.35
001cde58	func_001cde58	588	vu0	m2c	near	60.59	ghidra:near:58.66;lift:near:16.72
001ce0a8	func_001ce0a8	244	loop	lift	near	58.02	ghidra:near:44.8;m2c:compile:0.0
001ce1a0	_ZN2YS4PREF4InitEPv	164	straight	lift	exact	100.00	ghidra:near:91.49;m2c:near:70.49;e3:near:45.76
001ce248	func_001ce248	88	straight	lift	near	82.95	ghidra:near:80.23;m2c:near:69.91
001ce2a0	_Z16wtarget_001ce2a0jjjj	56	branchy	ghidra	exact	100.00	lift:near:73.53;m2c:near:58.68
001ce378	func_001ce378	108	straight	lift	exact	100.00	m2c:near:98.26;ghidra:near:84.0
001ce3e8	func_001ce3e8	108	straight	lift	exact	100.00	m2c:near:98.26;ghidra:near:84.0
001ce458	func_001ce458	44	straight	lift	exact	100.00	m2c:exact:100.0;ghidra:near:84.23
001ce488	func_001ce488	128	float	lift	exact	100.00	m2c:near:91.34;ghidra:near:72.0
001ce508	func_001ce508	272	vu0	m2c	near	23.50	ghidra:near:20.14
001ce668	_Z16wtarget_001ce668jjjj	96	float	ghidra	near	26.62	lift:near:15.92;m2c:near:0.0
001ce930	_Z16wtarget_001ce930jjjj	280	branchy	lift	near	64.72	m2c:near:56.89;ghidra:near:14.55
001cea48	func_001cea48	244	branchy	m2c	near	81.15	lift:near:63.08;ghidra:near:0.0
001cebb0	func_001cebb0	88	straight	lift	near	99.00	ghidra:near:89.7;m2c:near:86.91
001ced10	func_001ced10	88	straight	lift	exact	100.00	ghidra:near:86.62;m2c:near:80.91
001ced68	func_001ced68	88	straight	lift	exact	100.00	ghidra:near:86.62;m2c:near:80.91
001cedc0	func_001cedc0	188	float	lift	exact	100.00	ghidra:near:65.49;m2c:near:64.36
001ceef8	func_001ceef8	180	float	m2c	near	53.96	lift:near:39.41;ghidra:near:34.51
001cf0d8	func_001cf0d8	584	vu0	lift	near	49.64	m2c:near:10.08;ghidra:near:0.0
001cf320	_ZN2YS8TRPLAYER11ExecReflectEPNS_6BTLOBJEPNS_6ATTACKES4_	468	vu0	lift	near	73.51	ghidra:near:38.4;m2c:near:8.18
001cf560	func_001cf560	80	branchy	ghidra	near	49.35	m2c:near:49.35;lift:near:29.3
001cf5b0	func_001cf5b0	228	float	lift	near	47.91	m2c:near:20.89;ghidra:near:12.49
001cf698	func_001cf698	228	float	lift	near	47.91	m2c:near:20.89;ghidra:near:12.49
001cf7d8	func_001cf7d8	208	branchy	typed	exact	100.00	lift:exact:100.0;m2c:near:79.15;ghidra:near:69.43;e3:near:64.13
001cf8d0	func_001cf8d0	200	float	lift	near	63.98	m2c:near:24.36;ghidra:near:5.84
001cf998	func_001cf998	68	branchy	ghidra	near	62.35	m2c:near:59.41;lift:near:33.24
001cf9e0	func_001cf9e0	224	branchy	lift	near	81.27	e3:near:80.38;m2c:near:74.91;ghidra:near:47.49
001cfac0	func_001cfac0	48	float	lift	exact	100.00	ghidra:near:17.77;m2c:near:10.66
001cfaf0	func_001cfaf0	232	float	lift	near	76.28	m2c:near:43.99;ghidra:near:12.41;e3:near:0.0
001cfbd8	func_001cfbd8	288	float	lift	near	54.93	ghidra:near:44.19;m2c:near:30.76
001cfcf8	func_001cfcf8	288	float	lift	near	54.93	ghidra:near:44.19;m2c:near:30.76
001cfe18	func_001cfe18	148	straight	lift	near	92.65	m2c:near:92.54;ghidra:near:73.78;e3:near:0.0
001cfeb0	func_001cfeb0	148	straight	lift	near	92.65	m2c:near:92.54;ghidra:near:73.78;e3:near:0.0
001cff48	func_001cff48	152	straight	lift	exact	100.00	m2c:near:99.89;ghidra:near:73.86
001cffe0	func_001cffe0	132	float	lift	exact	100.00	ghidra:near:61.67;m2c:near:49.09
001d0068	_ZN2YS6MICKEY11ReadRequestEv	60	straight	lift	near	82.67	ghidra:near:82.67;m2c:near:82.67;e3:near:59.67
001d00a8	func_001d00a8	312	vu0	lift	near	83.41	ghidra:near:19.62;m2c:near:17.83
001d0200	_ZN2YS3OBJ6VTABLEINS_6MICKEYEE9leave_reqEPS0_	40	straight	lift	exact	100.00	twins:exact:100.0;corpus:exact:100.0;ghidra:exact:100.0;m2c:exact:100.0
001d0228	_ZN2YS6MICKEY15recov_holylightEv	156	float	lift	near	99.49	m2c:near:65.59;ghidra:near:65.35
001d02c8	func_001d02c8	212	float	lift	near	83.81	ghidra:near:72.69;m2c:near:45.7
001d03a0	func_001d03a0	436	float	lift	near	91.33	m2c:near:70.27;ghidra:near:35.84
001d0678	func_001d0678	360	float	lift	near	70.34	m2c:near:46.27;e3:near:0.0;ghidra:near:0.0
001d07e0	_ZN2YS10INDICATION7disableEv	64	straight	typed	exact	100.00	lift:exact:100.0;ghidra:exact:100.0;m2c:exact:100.0;corpus:near:49.94;e3:near:29.62
001d0878	func_001d0878	260	branchy	lift	near	90.15	m2c:near:52.86;ghidra:near:39.83
001d0980	func_001d0980	260	branchy	lift	near	90.15	m2c:near:52.86;ghidra:near:39.83
001d0d60	func_001d0d60	340	branchy	lift	near	99.29	m2c:near:92.94;ghidra:near:58.12
001d0f08	func_001d0f08	360	float	lift	near	95.11	m2c:near:52.99;ghidra:near:39.23
001d1070	func_001d1070	284	loop	lift	near	49.29	ghidra:near:28.35;m2c:compile:0.0
001d14b8	func_001d14b8	40	branchy	lift	exact	100.00	ghidra:near:98.0;corpus:near:94.0;m2c:near:58.5
001d14e0	func_001d14e0	92	straight	typed	exact	100.00	lift:exact:100.0;ghidra:near:70.72;e3:near:57.72;m2c:near:41.26
001d1540	func_001d1540	92	straight	typed	exact	100.00	lift:exact:100.0;ghidra:near:70.72;e3:near:57.72;m2c:near:41.26
001d1678	func_001d1678	28	straight	lift	exact	100.00	ghidra:near:99.57;m2c:near:99.57;corpus:near:97.14
001d1760	func_001d1760	76	branchy	lift	near	51.58	m2c:near:44.21;ghidra:near:0.0
001d18c0	func_001d18c0	76	branchy	typed	exact	100.00	lift:exact:100.0;m2c:near:89.16;ghidra:near:78.96
001d1da0	_ZN2YS13MISSION_GAUGE3setEf	176	float	lift	near	76.48	ghidra:near:49.59;m2c:near:42.65
001d1fa8	func_001d1fa8	120	straight	typed	exact	100.00	lift:exact:100.0;m2c:exact:100.0;e3:near:83.8;ghidra:near:77.59
001d2070	func_001d2070	52	straight	lift	exact	100.00	m2c:exact:100.0;ghidra:near:55.33
001d2110	func_001d2110	32	straight	ghidra	near	72.50	m2c:near:59.44;lift:near:39.5
001d2130	func_001d2130	76	float	typed	exact	100.00	lift:exact:100.0;m2c:near:50.65;ghidra:near:46.43;e3:near:31.26
001d21c0	func_001d21c0	80	float	lift	near	84.50	m2c:near:72.42;e3:near:37.44;ghidra:near:30.56
001d2210	_Z16u_call4_001d2210jjjj	52	branchy	lift	exact	100.00	ghidra:near:83.85;m2c:near:83.85
001d22a8	func_001d22a8	52	straight	ghidra	near	32.15	m2c:near:27.92;lift:near:0.0
001d22e0	func_001d22e0	184	float	lift	near	89.48	m2c:near:50.68;ghidra:near:34.34
001d23e0	func_001d23e0	52	straight	ghidra	near	32.15	m2c:near:27.92;lift:near:0.0
001d2418	func_001d2418	348	vu0	lift	near	67.49	m2c:near:12.68;ghidra:near:3.55
001d2648	func_001d2648	32	straight	typed	exact	100.00	lift:exact:100.0;ghidra:near:99.62;m2c:near:99.62;corpus:near:75.0
001d2690	func_001d2690	128	float	lift	near	74.34	m2c:near:74.16;ghidra:near:48.65;e3:near:0.0
001d2750	func_001d2750	192	float	m2c	near	79.69	lift:near:60.6;ghidra:near:26.86
001d28f0	func_001d28f0	60	straight	lift	exact	100.00	ghidra:near:67.82;m2c:near:34.94
001d2930	func_001d2930	112	loop	m2c	near	92.38	e3:near:81.09;lift:near:71.82;ghidra:near:71.82
001d29a0	func_001d29a0	40	float	lift	exact	100.00	m2c:near:58.9;ghidra:near:53.0
001d29c8	_ZN2YS8PRIZE_TR6GetAllEPNS_6BTLOBJE	132	loop	ghidra	near	93.14	lift:near:81.52;e3:near:61.48;m2c:near:42.52
001d2a68	func_001d2a68	328	vu0	lift	near	76.29	m2c:near:50.78;ghidra:near:0.0
001d2c78	func_001d2c78	432	vu0	lift	near	82.12	m2c:near:21.38;ghidra:near:12.22
001d2e68	func_001d2e68	404	vu0	lift	near	81.62	ghidra:near:18.04;m2c:compile:0.0
001d3000	func_001d3000	92	float	lift	near	77.35	ghidra:near:54.75;m2c:near:46.46
001d3060	_Z16wtarget_001d3060jjjj	44	float	lift	exact	100.00	m2c:near:88.0;ghidra:near:57.73
001d30c0	func_001d30c0	52	straight	ghidra	near	32.15	m2c:near:27.92;lift:near:0.0
001d3148	func_001d3148	412	float	lift	near	67.12	m2c:near:48.67;ghidra:near:35.12
001d3350	_Z16ctarget_001d3350jjjj	48	loop	m2c	near	99.75	corpus:near:92.23;lift:near:60.75;ghidra:near:39.92
