ee_addr	ppc_addr	votes	c_ident	mangled	demangled	dwarf_type
00361fc8	03eaed40	1.0	Ti__MGObj___vtable	_ZN2Ti5MGObj7_vtableE	Ti::MGObj::_vtable	Ti::MGObj::VTABLE<Ti::MGObj>
00362050	007fd554	4.0	Ti__MGPlayer__current_	_ZN2Ti8MGPlayer8current_E	Ti::MGPlayer::current_	Ti::MGPlayer *
00362060	00ad2e80	1.0	Ti__MGPlayer___vtable	_ZN2Ti8MGPlayer7_vtableE	Ti::MGPlayer::_vtable	Ti::MGPlayer::VTABLE<Ti::MGPlayer>
003621a0	03eae9d4	1.0	Ti__MGOarashiPiglet___vtable	_ZN2Ti15MGOarashiPiglet7_vtableE	Ti::MGOarashiPiglet::_vtable	Ti::MGObj::VTABLE<Ti::MGOarashiPiglet>
00362230	03eae9d0	1.0	Ti__MGOarashiGimObj___vtable	_ZN2Ti15MGOarashiGimObj7_vtableE	Ti::MGOarashiGimObj::_vtable	Ti::MGObj::VTABLE<Ti::MGOarashiGimObj>
00362380	008079b6	3.0	voice_table_c	voice_table_c	voice_table_c	u_char[2]
00362388	008079b8	2.0	voice_table_d	voice_table_d	voice_table_d	u_char[3]
003625a0	00758468	3.0	vtbl__Ti__MGHachimitsu	_ZTVN2Ti12MGHachimitsuE	vtable for Ti::MGHachimitsu	
003625e0	03eae328	1.0	Ti__MGHachimitsuPlayer___vtable	_ZN2Ti18MGHachimitsuPlayer7_vtableE	Ti::MGHachimitsuPlayer::_vtable	Ti::MGPlayer::VTABLE<Ti::MGHachimitsuPlayer>
003627c8	03eaf3fc	1.0	Ti__MGHachimitsuGopher___vtable	_ZN2Ti18MGHachimitsuGopher7_vtableE	Ti::MGHachimitsuGopher::_vtable	Ti::MGObj::VTABLE<Ti::MGHachimitsuGopher>
00362858	03eaf3f8	1.0	Ti__MGHachimitsuGimObj___vtable	_ZN2Ti18MGHachimitsuGimObj7_vtableE	Ti::MGHachimitsuGimObj::_vtable	Ti::MGObj::VTABLE<Ti::MGHachimitsuGimObj>
003628f0	0080790f	3.0	voice_table_d_2	voice_table_d	voice_table_d	u_char[2]
00362908	03eae448	1.0	Ti__MGHachimitsuPo___vtable	_ZN2Ti14MGHachimitsuPo7_vtableE	Ti::MGHachimitsuPo::_vtable	Ti::MGHachimitsuPo::VTABLE<Ti::MGHachimitsuPo>
003629e0	00758668	3.0	vtbl__Ti__MGJump	_ZTVN2Ti6MGJumpE	vtable for Ti::MGJump	
00362b68	03eae680	1.0	Ti__MGJumpGimObj___vtable	_ZN2Ti12MGJumpGimObj7_vtableE	Ti::MGJumpGimObj::_vtable	Ti::MGObj::VTABLE<Ti::MGJumpGimObj>
00362d90	00807870	1.0	Ti__MG_ALEscape__task_params_	_ZN2Ti11MG_ALEscape12task_params_E	Ti::MG_ALEscape::task_params_	Ti::MiniGame::TaskParam[3]
00362dc0	007583f8	3.0	vtbl__Ti__MG_ALEscape	_ZTVN2Ti11MG_ALEscapeE	vtable for Ti::MG_ALEscape	
00362e70	03eae0e0	1.0	Ti__MG_EHSidecar__camera_to_player_offset_	_ZN2Ti12MG_EHSidecar24camera_to_player_offset_E	Ti::MG_EHSidecar::camera_to_player_offset_	kn::FVector
00362e80	008078a4	1.0	Ti__MG_EHSidecar__task_params_	_ZN2Ti12MG_EHSidecar12task_params_E	Ti::MG_EHSidecar::task_params_	Ti::MiniGame::TaskParam[3]
00362eb0	00758430	3.0	vtbl__Ti__MG_EHSidecar	_ZTVN2Ti12MG_EHSidecarE	vtable for Ti::MG_EHSidecar	
003633c8	00807834	2.0	Ts__FlareTask	_ZN2Ts9FlareTaskE	Ts::FlareTask	TASK *
00363548	008074b4	1.0	OnEdge	OnEdge	OnEdge	bool
00363630	03eace00	5.0	Ts__ACTION_LIMIT_HOVER__Spec	_ZN2Ts18ACTION_LIMIT_HOVER4SpecE	Ts::ACTION_LIMIT_HOVER::Spec	Ts::ACTION_LIMIT_HOVER::SPEC
00363748	00807830	2.0	Ts__ShotObj	_ZN2Ts7ShotObjE	Ts::ShotObj	Ts::TRINITY_SHOT_OBJ *
003637d0	008074c4	9.0	Ts__SKATEBOARDSCORE__Self	_ZN2Ts15SKATEBOARDSCORE4SelfE	Ts::SKATEBOARDSCORE::Self	Ts::SKATEBOARDSCORE *
003637d8	00745348	12.0	vtbl__menu__Widget	_ZTVN4menu6WidgetE	vtable for menu::Widget	
003637f8	007ef0c0	2.0	menu__WindowTask	_ZN4menu10WindowTaskE	menu::WindowTask	TASK *
00363800	007452c0	1.0	vtbl__menu__Window	_ZTVN4menu6WindowE	vtable for menu::Window	
00363858	00757938	4.0	vtbl__menu__ObjWidget	_ZTVN4menu9ObjWidgetE	vtable for menu::ObjWidget	
00363878	00757918	4.0	vtbl__menu__LayoutWidget	_ZTVN4menu12LayoutWidgetE	vtable for menu::LayoutWidget	
00363898	00807200	1.0	menu__imageCache	_ZN4menu10imageCacheE	menu::imageCache	const YI::IMAGE *
003638c0	00806b2c	3.0	s_movieIn	s_movieIn	s_movieIn	bool
003638c4	00806b30	2.0	MOVIE__Allocator	_ZN5MOVIE9AllocatorE	MOVIE::Allocator	kn::MemoryAllocator *
003638c8	00806b2d	2.0	s_PausePushCnt	s_PausePushCnt	s_PausePushCnt	char
003638d0	02bb1ca0	27.0	Random	Random	Random	RANDOM
003638ec	00807204	4.0	donald_motions	donald_motions	donald_motions	FRIEND_FLY_MOTIONS
00363c24	007fe740	2.0	YS__LandingList	_ZN2YS11LandingListE	YS::LandingList	const YS::ELEMDATA<YS::LANDING> *
0036a290	00703296	1.0	LS_214_LV_70	LS.214.LV.70	LS.214.LV.70	
0036a440	007ef200	2.0	LV_3	LV.3	LV.3	
0036a448	007ef208	2.0	LV_4	LV.4	LV.4	
0036a450	007ef210	2.0	LV_5	LV.5	LV.5	
0036a578	007018e4	1.0	LS_506_LV_131	LS.506.LV.131	LS.506.LV.131	
0036a9f0	0070238e	1.0	LS_113_LV_12	LS.113.LV.12	LS.113.LV.12	
0036acf0	006fb5a1	1.0	LS_39_LV_7	LS.39.LV.7	LS.39.LV.7	
0036ad70	006faf8c	1.0	dk__RC_COLOR_RATE_TABLE	_ZN2dk19RC_COLOR_RATE_TABLEE	dk::RC_COLOR_RATE_TABLE	const const float[9]
0036aed4	006fdeb0	1.0	LS_77_LV_11	LS.77.LV.11	LS.77.LV.11	
0036aedc	006fe4b4	1.0	LS_172_LV_21	LS.172.LV.21	LS.172.LV.21	
0036aeec	006fe4a7	1.0	LS_159_LV_18	LS.159.LV.18	LS.159.LV.18	
0036af3c	006fcee1	1.0	LS_144_LV_40	LS.144.LV.40	LS.144.LV.40	
0036afb0	006ff58a	1.0	LS_108_LV_27	LS.108.LV.27	LS.108.LV.27	
0036b228	006ffe5c	1.0	LS_38_LV_1	LS.38.LV.1	LS.38.LV.1	
0036b240	006ff284	1.0	LS_38_LV_1_2	LS.38.LV.1	LS.38.LV.1	
0036b300	006feee8	1.0	LS_143_LV_16	LS.143.LV.16	LS.143.LV.16	
0036b318	006fe820	1.0	LS_46_LV_4_2	LS.46.LV.4	LS.46.LV.4	
0036c188	02a9f330	1.0	YS__OBJ___vtable	_ZN2YS3OBJ7_vtableE	YS::OBJ::_vtable	YS::OBJ::VTABLE<YS::OBJ>
0036c18c	00724ea9	1.0	LS_199_LV_29	LS.199.LV.29	LS.199.LV.29	
0036c1b4	00724e6d	1.0	LS_170_LV_26	LS.170.LV.26	LS.170.LV.26	
0036c4c4	0072683f	1.0	LS_290_LV_24	LS.290.LV.24	LS.290.LV.24	
0036c514	007209e5	1.0	LS_110_LV_14	LS.110.LV.14	LS.110.LV.14	
0036c850	00720ada	1.0	LS_61_LV_3	LS.61.LV.3	LS.61.LV.3	
0036c8a0	007258c8	1.0	LS_111_LV_19	LS.111.LV.19	LS.111.LV.19	
0036c8a4	00745ba8	1.0	kn__FVector__dump	_ZZNK2kn7FVector4dumpEvEs	kn::FVector::dump() const::string literal	
0036c930	0072151c	1.0	LS_237_LV_32	LS.237.LV.32	LS.237.LV.32	
0036cb68	00721dbf	1.0	LS_56_LV_18	LS.56.LV.18	LS.56.LV.18	
0036cc28	007220f0	1.0	LS_59_LV_9	LS.59.LV.9	LS.59.LV.9	
0036cce0	00720cbc	1.0	YS__IsReflectTable	_ZN2YS14IsReflectTableE	YS::IsReflectTable	const const u_char[7][7]
0036cd20	00729050	1.0	LS_72_LV_10	LS.72.LV.10	LS.72.LV.10	
0036cea0	00724230	1.0	YS__SizeTable	_ZN2YS9SizeTableE	YS::SizeTable	const const u_char[32]
0036d340	0072953c	1.0	LS_131_LV_20	LS.131.LV.20	LS.131.LV.20	
0036d400	00727dee	1.0	LS_109_items	LS.109.items	LS.109.items	const const u_short[4]
0036d4cc	00727125	1.0	LS_184_LV_13	LS.184.LV.13	LS.184.LV.13	
0036d4d0	0072711c	1.0	LS_184_table	LS.184.table	LS.184.table	const const u_char[9]
0036d4d4	00727044	1.0	YS__ParamTable	_ZN2YS10ParamTableE	YS::ParamTable	const const YS::PRIZEEFFECT::PARAM[9]
0036d8b0	00722e01	1.0	LS_68_LV_6	LS.68.LV.6	LS.68.LV.6	
0036d9c4	007208b0	1.0	LS_43_LV_4	LS.43.LV.4	LS.43.LV.4	
0036dcf8	007278e8	1.0	YS__Table	_ZN2YS5TableE	YS::Table	const const YS::PRIZEBOX_TABLE[12]
0036dd84	0072aa68	1.0	LS_61_LV_8	LS.61.LV.8	LS.61.LV.8	
0036dd88	00724010	1.0	LS_132_LV_14	LS.132.LV.14	LS.132.LV.14	
0036dfe0	00727414	1.0	YS__ParamTable_2	_ZN2YS10ParamTableE	YS::ParamTable	const const YS::PARAM[3]
0036e000	007274d8	1.0	LS_121_to_mu	LS.121.to_mu	LS.121.to_mu	const const u_char[9]
0036e030	00727444	1.0	YS__GaugeTable	_ZN2YS10GaugeTableE	YS::GaugeTable	const const float[3]
0036e180	00727580	3.0	YS__ParamTable_3	_ZN2YS10ParamTableE	YS::ParamTable	const const YS::PRIZEEFFECT::PARAM[3]
0036e238	00727760	1.0	YS__ParamTable_4	_ZN2YS10ParamTableE	YS::ParamTable	const const YS::PARAM[4]
0036e3a8	0072b72e	1.0	YS__CommandTable	_ZN2YS12CommandTableE	YS::CommandTable	const const YS::TABLE[2]
0036e5e0	02a938d0	1.0	PARAM_B		PARAM_B	const YS::CROWDEFFECT::PARAM
00371280	0071192d	1.0	LS_61_LV_29	LS.61.LV.29	LS.61.LV.29	
00371368	007117b1	1.0	LS_77_LV_8	LS.77.LV.8	LS.77.LV.8	
0037138c	007116cb	1.0	LS_68_LV_6_2	LS.68.LV.6	LS.68.LV.6	
003714b4	007006e6	1.0	LS_86_LV_0	LS.86.LV.0	LS.86.LV.0	
003714f8	007005fc	1.0	LS_67_LV_7	LS.67.LV.7	LS.67.LV.7	
00371698	00718965	1.0	LS_324_LV_8	LS.324.LV.8	LS.324.LV.8	
00371914	0071c8dd	1.0	LS_59_LV_4	LS.59.LV.4	LS.59.LV.4	
00371a58	0071cbf8	1.0	LS_71_LV_4	LS.71.LV.4	LS.71.LV.4	
00371c50	0071cae6	2.0	Tz__s_SelSeq	_ZN2Tz8s_SelSeqE	Tz::s_SelSeq	const const Tz::SeqInfo[2]
00371cc0	0071cb36	1.0	Tz__s_GameId0	_ZN2Tz9s_GameId0E	Tz::s_GameId0	const const u_char[4]
00371d3c	0071ce58	2.0	Tz__s_LayPicNum	_ZN2Tz11s_LayPicNumE	Tz::s_LayPicNum	const const short[3][3]
00371d40	0071ce52	2.0	Tz__s_LayBg2Num	_ZN2Tz11s_LayBg2NumE	Tz::s_LayBg2Num	const const short[3]
00371d80	0071ce88	2.0	Tz__s_DisSeqNum	_ZN2Tz11s_DisSeqNumE	Tz::s_DisSeqNum	const const short[2][4]
00371e54	0071d175	1.0	LS_67_LV_3	LS.67.LV.3	LS.67.LV.3	
00371fec	0071c60c	2.0	Tz__s_LayPicNum_2	_ZN2Tz11s_LayPicNumE	Tz::s_LayPicNum	const const short[3][3]
00371ff0	0071c606	2.0	Tz__s_LayBg2Num_2	_ZN2Tz11s_LayBg2NumE	Tz::s_LayBg2Num	const const short[3]
003720f4	0071d5b8	1.0	LS_76_LV_4	LS.76.LV.4	LS.76.LV.4	
00372298	0071d4ae	3.0	Tz__s_SelSeq_2	_ZN2Tz8s_SelSeqE	Tz::s_SelSeq	const const Tz::SeqInfo[2]
00372444	0071cc90	2.0	Tz__s_LayPicNum_3	_ZN2Tz11s_LayPicNumE	Tz::s_LayPicNum	const const short[5][3]
00372448	0071cc8a	2.0	Tz__s_LayBg2Num_3	_ZN2Tz11s_LayBg2NumE	Tz::s_LayBg2Num	const const short[3]
00372650	0071c48a	1.0	Tz__s_GraSeqNum	_ZN2Tz11s_GraSeqNumE	Tz::s_GraSeqNum	const const short[4][3]
0037299e	0071549a	1.0	Tz__s_CommSeqNum	_ZN2Tz12s_CommSeqNumE	Tz::s_CommSeqNum	const const short[2][3]
003729c8	007154bc	1.0	Tz__s_ScrollBarSeqNum	_ZN2Tz17s_ScrollBarSeqNumE	Tz::s_ScrollBarSeqNum	const const short[12]
003729e0	007154d4	1.0	Tz__s_TopPlateSeqNum	_ZN2Tz16s_TopPlateSeqNumE	Tz::s_TopPlateSeqNum	const const short[2][4]
003729f0	007154e4	1.0	Tz__s_TopPlate2SeqNum	_ZN2Tz17s_TopPlate2SeqNumE	Tz::s_TopPlate2SeqNum	const const short[2][4]
00372a00	00715500	10.0	Tz__s_WarningWin2SeqNum	_ZN2Tz19s_WarningWin2SeqNumE	Tz::s_WarningWin2SeqNum	const const short[3]
00372e8e	00714a36	1.0	Tz__s_CommSeqNum_2	_ZN2Tz12s_CommSeqNumE	Tz::s_CommSeqNum	const const short[2][3]
00372ea0	00714a5e	1.0	Tz__s_ScrollBarSeqNum_2	_ZN2Tz17s_ScrollBarSeqNumE	Tz::s_ScrollBarSeqNum	const const short[12]
003732e8	0071bf41	1.0	LS_83_LV_11	LS.83.LV.11	LS.83.LV.11	
00373478	0071bf2a	1.0	LS_80_s_SummonItem	LS.80.s_SummonItem	LS.80.s_SummonItem	const const u_short[4]
003736f8	0071b6be	0.0	LS_56_s_Type	LS.56.s_Type	LS.56.s_Type	const const short[5]
00373738	0071b542	1.0	Tz__s_TopSubSeq	_ZN2Tz11s_TopSubSeqE	Tz::s_TopSubSeq	const const short[5]
00373758	0071b54c	1.0	Tz__s_TopSubMsg	_ZN2Tz11s_TopSubMsgE	Tz::s_TopSubMsg	const const u_short[5]
00373768	0071b556	1.0	Tz__s_TopSubSeqForm	_ZN2Tz15s_TopSubSeqFormE	Tz::s_TopSubSeqForm	const const short[7]
00373788	0071b564	2.0	Tz__s_TopSubMsgForm	_ZN2Tz15s_TopSubMsgFormE	Tz::s_TopSubMsgForm	const const u_short[7]
00373800	0071b5d2	1.0	Tz__s_EqSubSeq	_ZN2Tz10s_EqSubSeqE	Tz::s_EqSubSeq	const const short[5]
003738d8	00714fa0	1.0	Tz__s_LightSeqNum	_ZN2Tz13s_LightSeqNumE	Tz::s_LightSeqNum	const const short[3]
00373990	0071b39a	1.0	LS_103_s_Seq	LS.103.s_Seq	LS.103.s_Seq	const const short[5]
00373d60	0071405e	2.0	Tz__s_ParentPrev	_ZN2Tz12s_ParentPrevE	Tz::s_ParentPrev	const const short[3]
00373d70	0071407c	2.0	Tz__s_TopMess	_ZN2Tz9s_TopMessE	Tz::s_TopMess	const const u_short[3]
00373d88	0071408e	1.0	Tz__s_ScrollBarSeqNum_3	_ZN2Tz17s_ScrollBarSeqNumE	Tz::s_ScrollBarSeqNum	const const short[12]
00373e10	0071a8e2	1.0	Tz__s_TopListSeq	_ZN2Tz12s_TopListSeqE	Tz::s_TopListSeq	const const short[4]
00374168	00715fe6	4.0	Tz__s_Result	_ZN2Tz8s_ResultE	Tz::s_Result	const const char[9]
00374178	00716002	1.0	Tz__s_GOResult	_ZN2Tz10s_GOResultE	Tz::s_GOResult	const const char[9]
003741d0	00716442	1.0	LS_37_LV_0	LS.37.LV.0	LS.37.LV.0	
003742c8	00715854	8.0	Tz__s_GraInfo	_ZN2Tz9s_GraInfoE	Tz::s_GraInfo	const const Tz::GraInfo[10]
00374348	00713ea8	1.0	LS_86_LV_5	LS.86.LV.5	LS.86.LV.5	
00374380	00713d32	1.0	Tz__s_LightSeqNum_2	_ZN2Tz13s_LightSeqNumE	Tz::s_LightSeqNum	const const short[3]
00374388	00713d08	0.0	Tz__s_LayNum	_ZN2Tz8s_LayNumE	Tz::s_LayNum	const const char[6][3]
00374428	00719c8c	1.0	LS_30_LV_2	LS.30.LV.2	LS.30.LV.2	
00374470	00719568	1.0	LS_50_LV_3	LS.50.LV.3	LS.50.LV.3	
00374498	00716654	2.0	LS_45_LV_0	LS.45.LV.0	LS.45.LV.0	
003744dc	0071671f	1.0	LS_54_LV_2	LS.54.LV.2	LS.54.LV.2	
00374520	0071677f	1.0	LS_65_LV_4	LS.65.LV.4	LS.65.LV.4	
00374770	00717c86	1.0	Tz__s_HelpMsg	_ZN2Tz9s_HelpMsgE	Tz::s_HelpMsg	const const u_short[9]
00374928	00716aec	1.0	Tz__s_HelpMsg_2	_ZN2Tz9s_HelpMsgE	Tz::s_HelpMsg	const const u_short[12]
00374ba8	00716a10	2.0	LS_58_LV_3	LS.58.LV.3	LS.58.LV.3	
00374bf8	00717e30	1.0	Tz__s_Mess	_ZN2Tz6s_MessE	Tz::s_Mess	const const u_short[4]
00374cd0	00717874	5.0	Tz__s_DivisionInfo	_ZN2Tz14s_DivisionInfoE	Tz::s_DivisionInfo	const const Tz::DivisionInfo[2]
00374ce8	0071789a	1.0	Tz__s_ItemPicSeq	_ZN2Tz12s_ItemPicSeqE	Tz::s_ItemPicSeq	const const short[2]
00374fa8	00a34e08	1.0	bgmFileName		bgmFileName	char[64]
00375400	00b60190	1.0	filename		filename	char[40]
00375420	0071df1c	1.0	worldmap__paramTable	_ZN8worldmap10paramTableE	worldmap::paramTable	const const worldmap::Symbol::ParamTable[12]
00375428	0071df94	1.0	LS_166_LV_7	LS.166.LV.7	LS.166.LV.7	
00375480	0071df7c	1.0	worldmap__stateColorTable	_ZN8worldmap15stateColorTableE	worldmap::stateColorTable	const const u_int[6]
00375598	0071e2ec	2.0	dk__light_Table	_ZN2dk11light_TableE	dk::light_Table	const const short[3]
003755f0	0071e342	1.0	dk__scroll_bar_seq	_ZN2dk14scroll_bar_seqE	dk::scroll_bar_seq	const const short[12]
003757d8	0071e15c	1.0	dk__title_in_table	_ZN2dk14title_in_tableE	dk::title_in_table	const const short[3]
003757e0	0071e162	1.0	dk__title_out_table	_ZN2dk15title_out_tableE	dk::title_out_table	const const short[3]
003757e8	0071e168	1.0	dk__title_loop_table	_ZN2dk16title_loop_tableE	dk::title_loop_table	const const short[3]
003757f0	0071e16e	1.0	dk__rank_table	_ZN2dk10rank_tableE	dk::rank_table	const const short[17]
003758ec	0073ec37	1.0	LS_129_LV_80	LS.129.LV.80	LS.129.LV.80	
003758f0	0073eca1	1.0	LS_143_LV_85	LS.143.LV.85	LS.143.LV.85	
003758f4	0073ec54	1.0	LS_132_LV_82	LS.132.LV.82	LS.132.LV.82	
00375988	0073ea5a	1.0	LS_228_LV_34	LS.228.LV.34	LS.228.LV.34	
00375a84	0073e6e0	1.0	LS_144_LV_15	LS.144.LV.15	LS.144.LV.15	
00375af8	0073e75c	1.0	LS_105_LV_5	LS.105.LV.5	LS.105.LV.5	
00375b20	0073e87c	1.0	LS_115_LV_8	LS.115.LV.8	LS.115.LV.8	
00375b5c	0073d580	1.0	LS_42_LV_1	LS.42.LV.1	LS.42.LV.1	
00375b7c	0073dc24	1.0	LS_131_LV_34	LS.131.LV.34	LS.131.LV.34	
00375cb8	0073dc33	1.0	LS_138_LV_36	LS.138.LV.36	LS.138.LV.36	
00375cd8	0073dec1	1.0	LS_99_LV_13	LS.99.LV.13	LS.99.LV.13	
00375cdc	0073decf	1.0	LS_109_LV_15	LS.109.LV.15	LS.109.LV.15	
00375d18	0073f154	1.0	LS_160_LV_7	LS.160.LV.7	LS.160.LV.7	
00375d1c	0073f1d8	1.0	LS_338_LV_21	LS.338.LV.21	LS.338.LV.21	
00375da8	0073e15b	1.0	LS_127_LV_13	LS.127.LV.13	LS.127.LV.13	
00375dec	0073e249	1.0	LS_224_LV_14	LS.224.LV.14	LS.224.LV.14	
00375e68	0073d508	1.0	LS_122_LV_16	LS.122.LV.16	LS.122.LV.16	
00375e6c	0073d526	1.0	LS_136_LV_20	LS.136.LV.20	LS.136.LV.20	
00375e8c	0073d53e	1.0	LS_150_LV_23	LS.150.LV.23	LS.150.LV.23	
00375eb8	0073d634	1.0	LS_62_LV_8	LS.62.LV.8	LS.62.LV.8	
00375ed0	0073d6f3	1.0	LS_82_LV_15	LS.82.LV.15	LS.82.LV.15	
00375f18	0073d71c	1.0	LS_63_LV_9	LS.63.LV.9	LS.63.LV.9	
00375f64	0073d451	1.0	LS_65_LV_13	LS.65.LV.13	LS.65.LV.13	
00376040	0073ee4b	1.0	LS_46_LV_1	LS.46.LV.1	LS.46.LV.1	
0038aa40	0084b820	3.0	ExecMode		ExecMode	YS::SLIST<GAME_MODE, 0>
0038aa50	008376d0	1.0	TaskBuff		TaskBuff	BUFFER16[81920]
0039ea50	008ecbe0	1.0	TaskBuff_2		TaskBuff	BUFFER16[32768]
003a6a50	008f4be0	4.0	s_type		s_type	int
003a7b08	009060f8	1.0	SkipArea		SkipArea	AREA
003a7b10	009060fc	1.0				
003a7b70	00a1bd70	1.0	projection		projection	kn::Projection[2]
003a7d70	00a1c090	2.0	projection_old		projection_old	kn::Projection[2]
003a7f70	00a1c4d0	2.0	camera_old		camera_old	kn::Camera[2]
003a8090	00a1c3b0	1.0	camera		camera	kn::Camera[2]
003a8cd0	00a33d90	7.0	kn__system_default_env	_ZN2kn18system_default_envE	kn::system_default_env	kn::GSEnv
003a8db0	00a33e70	7.0	kn__vu1draw_default_env	_ZN2kn19vu1draw_default_envE	kn::vu1draw_default_env	kn::GSEnv
003a8ed0	007f7060	1.0	kn__frame_buffer2accum	_ZN2kn18frame_buffer2accumE	kn::frame_buffer2accum	ULONGLONG[46]
003a9040	00a1cba0	3.0	player_position		player_position	kn::PositionBuffer
003b8b80	00907a50	1.0	file_name		file_name	char[32]
004574b8	00a0ae98	2.0	s_gameSpeedFade		s_gameSpeedFade	dk::Linear
004f35a0	00a0bd20	1.0	dk__BookCamera__s_zoom	_ZN2dk10BookCamera6s_zoomE	dk::BookCamera::s_zoom	int
004f3700	00a08db8	1.0	s_mapColor		s_mapColor	dk::MapColor
004f37f0	00a0c850	1.0	s_event_at		s_event_at	kn::FVector
004f3800	00a0c860	1.0	s_event_eye		s_event_eye	kn::FVector
004f3b30	00a0bab0	2.0	TaskManager		TaskManager	TASK_MANAGER *
004f3b38	00a0bab8	7.0	ObjList		ObjList	YS::SLIST<dk::BgObj, 0>
004f3b40	00a0bac0	1.0	DrawQueue		DrawQueue	YS::SLIST<dk::BgObj, 1>
004f3b44	00a0bac4	1.0				
004f5250	02aa0110	1.0	Mode		Mode	int
004f5280	02a94a30	1.0	threadStack		threadStack	BUFFER16[8192]
004f6280	02a98198	2.0	CurrentWorld		CurrentWorld	int
004f6288	02ab0580	3.0	Allocator_2		Allocator	ALLOCATOR *
004f6290	02ab0588	3.0	DestroyList		DestroyList	YS::SLIST<YS::VM, 0>
004f62a0	02ab06c0	3.0	ResultVector		ResultVector	kn::FVector
01c5f480	02b75d50	15.0	ResultVector_2		ResultVector	kn::FVector
01c5f48c	02b75d5c	1.0				
01c5f530	02aa06f0	3.0	PlayerIndication		PlayerIndication	YS::INDICATION
01c5fff0	02aa11b0	1.0				
01c60528	02a96dc8	4.0	Friend		Friend	YS::FRIEND *[2]
01c6052c	02a96dcc	1.0				
01c60530	00c78130	1.0	Cache		Cache	AREA
01c60594	02aaf05c	3.0				
01c60888	02ab0a14	2.0	WeaponEntry		WeaponEntry	u_int *
01c6088c	02ab0a18	2.0	WeaponMset		WeaponMset	YS::WEAPON_MSET *
01c608b8	02a9425c	3.0	LastAttacker		LastAttacker	YS::OBJ *
01c608c0	00c77a88	2.0	ShoutBuff		ShoutBuff	YS::SHOUT[64]
01c60bc0	00c77d88	2.0	CurrentAct		CurrentAct	YS::ACT *
01c60bc8	00c77eb0	1.0	args		args	BD_VALUE[2]
01c60bcc	00c77eb4	1.0				
01c60bd0	00c77eb8	1.0	args_2		args	BD_VALUE[3]
01c60bd4	00c77ebc	1.0				
01c60bd8	00c77ec0	1.0				
01c60be0	00c77ea8	1.0	args_3		args	BD_VALUE[2]
01c60be4	00c77eac	1.0				
01c60cd8	00c78378	9.0	AttackList		AttackList	YS::SLIST<YS::ATTACK, 0>
01c60cdc	00c7837c	2.0				
01c60ce0	00c78380	3.0	IsExec		IsExec	bool
01c60d10	02aaddd0	3.0	BeforePlayer		BeforePlayer	YS::PRIORITYTARGET
01c61950	02aaea10	3.0				
01c61960	02aad554	1.0	ModeChangeDelay		ModeChangeDelay	float
01c61af4	00c7822c	2.0	NavimapFlag		NavimapFlag	bool
01c61af5	00c7822d	2.0	NavimapDisable		NavimapDisable	bool
01c61afc	02ab352c	2.0	BattleBar		BattleBar	YS::BINARC *
01c61b00	02ab06a8	2.0	CommonBdx		CommonBdx	void *
01c61b04	02ab0d28	3.0	WorldPoint		WorldPoint	YS::WORLDPOINT *
01c61b40	02a945f0	2.0	Count		Count	int
01c62140	02aacae0	2.0	ReserveList		ReserveList	YS::SLIST<YS::RESERVE, 0>
01c62f98	02a9cf68	2.0	ExitWorld		ExitWorld	int
01c62fb0	02aa06d8	2.0	PlaceBar		PlaceBar	YS::BINARC *
01c62fb4	00c786f8	2.0	AttackParam		AttackParam	const YS::ELEMDATA<YS::ATTACKPARAM> *
01c6cabc	02aac82c	2.0	PlayerMinHp		PlayerMinHp	int
01c6cae0	02a94110	3.0	SystemPax		SystemPax	ryj::PAX
01c6cafc	02a9412c	2.0	SystemPaxData		SystemPaxData	YS::BINARC *
01c6cb20	02a9dc30	5.0	MagicList		MagicList	YS::SLIST<YS::MAGIC, 0>
01c6cb28	02a9dc38	1.0	MagicTable		MagicTable	const YS::ELEMDATA<YS::MAGIC_TABLE> *
01c6cb70	02aaeaf8	3.0	TeamWorkPt		TeamWorkPt	int
01c6cb7c	02aadc28	2.0	Exec		Exec	YS::EXEC
01c6cb90	02a9ce40	2.0	ItemTable		ItemTable	YS::ELEMDATA<YS::ITEM_TABLE> *
01c6cb98	02aaeb00	3.0	TreasureTable		TreasureTable	YS::TABLE_DATA *
01c6cba0	02aaeb08	5.0	InfoQueue		InfoQueue	YS::QUEUE<YS::TREASURE::INFO, 8>
01c6cba4	02aaeb0c	4.0				
01c6cc08	02a9dfb0	1.0	MemberTable		MemberTable	const YS::ELEMDATA<YS::MEMBER::TABLE> *
01c6cc22	02a9dfb8	1.0	Current		Current	YS::MEMBER::TABLE
01c6cd20	02a96b20	2.0	Image		Image	YI::IMAGE
01c6cec0	02a96c00	2.0	Sequence		Sequence	void *
01c6ced0	02ab0b60	3.0	WindowList		WindowList	YS::SLIST<YS::WINDOW, 0>
01c6ced4	02ab0b64	2.0				
01d44100	02a9d330	4.0	LightList		LightList	YS::SLIST<YS::LIGHT, 0>
01d44440	02a98580	2.0	ImageBuff		ImageBuff	BUFFER64[18432]
01d48c40	02a9cd80	2.0	SequenceData		SequenceData	void *
01d48c44	02a9cd84	3.0	Task		Task	TASK *
01d48c90	02a9fe70	2.0	OccGroup		OccGroup	int
01d48cb0	02a9d718	14.0	Limit		Limit	YS::LIMIT *
01d48d90	02ab0c08	3.0	WorldFlag		WorldFlag	const YS::ELEMDATA<YS::WORLDFLAG> *
