ee_addr	ppc_addr	size	class	cov_fuzzy	status	fuzzy	err	notes	constraints
00257458	0031586c	216	branchy	94.67	near	83.28		this-pad:func_00139620;gdims:s_WarningWinSeqNum;gdims:s_WarningWin2SeqNum;variant:no_gvote	
00257c78	003139b8	392	loop	68.86	near	0.0		this-pad:func_00281100;this-pad:func_001a8b28;gvote:m_PartyInfo->0035f010;gvote:Current->0032bae0;globals:8ppc/7ps2;gdims:m_CurPos;unmapped-global:m_CurPos;fix-assign-cast;static-unmapped	
00257e00	00312518	420	loop	73.23	near	64.24		this-pad:func_00281100;this-pad:func_00281180;gvote:m_PartyInfo->0035f010	
00258ce8	002ebdf0	88	loop	79.64	near	51.91		gdims:m_ConfirmMess	
00258df0	002ec11c	196	loop	67.29	near	17.57		stack-locals:1;dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_0028e560;globals:5ppc/2ps2;gdims:__LNst__ZN2Tz6CmComm14SetDrawMunniesEPNS_8MultiSeqE_0;unmapped-global:__LNst__ZN2Tz6CmComm14SetDrawMunniesEPNS_8MultiSeqE_0;gdims:__LNst__ZN2Tz6CmComm9InitMunnyEii_3;unmapped-global:__LNst__ZN2Tz6CmComm9InitMunnyEii_3;gdims:LS_42_LV_2;unmapped-global:LS_42_LV_2	
00258eb8	002ec27c	356	loop	62.46	near	0.0		stack-locals:1;dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_0028e560;gvote:m_TimeDelimiter->0035f092;globals:6ppc/3ps2;gdims:__LNst__ZN2Tz6CmComm11SetDrawTimeEPNS_8MultiSeqE_0;unmapped-global:__LNst__ZN2Tz6CmComm11SetDrawTimeEPNS_8MultiSeqE_0;gdims:__LNst__ZN2Tz6CmComm9InitMunnyEii_3;unmapped-global:__LNst__ZN2Tz6CmComm9InitMunnyEii_3;gdims:LS_44_LV_3;unmapped-global:LS_44_LV_3	
00259108	002ec7d4	584	loop	85.30	near	56.5		stack-locals:1;arity-pad:func_00288d80;arity-pad:func_002891b8;this-pad:func_0023aa78;this-pad:func_0023aa98;arity-pad:func_00288e08;this-pad:func_00139620;arity-pad:func_0028af28;arity-pad:func_002891f0;arity-pad:func_0028af90;gvote:m_pri->0035f3d4;globals:4ppc/3ps2;gdims:m_NSeq;unmapped-global:0xad30c8;static-unmapped	
00259350	002eca84	104	branchy	65.33	near	29.96			
002593b8	002ecb1c	168	loop	77.21	near	32.74		this-pad:func_00102448	
00259460	002ecbe4	84	loop	64.86	near	63.62		gdims:s_Icon	
002594b8	002ecc74	88	loop	45.70	near	3.69		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;globals:4ppc/1ps2;gdims:s_Icon;gdims:__LNst__ZN2Tz6CmComm16GetItemIconMsgIdEi_0;unmapped-global:__LNst__ZN2Tz6CmComm16GetItemIconMsgIdEi_0;gdims:__LNst__ZN2Tz6CmComm9InitMunnyEii_3;unmapped-global:__LNst__ZN2Tz6CmComm9InitMunnyEii_3;gdims:LS_55_LV_6;unmapped-global:LS_55_LV_6	
00259510	002ecd68	96	loop	41.83	near	0.0		gdims:s_Icon	
00259998	00308088	708	branchy	0.00	near	45.44		stack-locals:1;positional:GetGameMode->00192048;dropped:ErrorPrintfx4;dropped:ErrorRaisex2;this-pad:func_002369a0;this-pad:func_0023c008;this-pad:func_0023f948;this-pad:func_0023ef50;this-pad:func_0023f618;this-pad:func_0023f1b0;this-pad:func_0023c4b8;this-pad:func_00236ca8;arity-pad:func_0028fb88;this-pad:func_0028fe38;this-pad:func_0027dd18;this-pad:func_00288d80;this-pad:func_00288e08;this-pad:func_002891b8;this-pad:func_00139620;this-pad:func_001395f8;this-pad:func_002891f0;this-pad:func_0028af18;gvote:m_Lay->0035f664;gvote:sm_manager_ptr->00347f80;gvote:m_Place->0035f668;gvote:Allocator->0032ba14;gvote:m_Munny->0035f66c;gvote:m_Time->0035f670;globals:25ppc/18ps2;gdims:s_SeqTop;unmapped-global:s_SeqTop;unmapped-global:0x714a9c;unmapped-global:0x714aa4;unmapped-global:m_ResourceState;gdims:_ZZN2dk5Obj2DnwEjEs_0;unmapped-global:_ZZN2dk5Obj2DnwEjEs_0;gdims:_ZZN2dk5Obj2DnwEjEs_2;unmapped-global:_ZZN2dk5Obj2DnwEjEs_2;unmapped-global:LV_0;fix-assign-cast;fix-assign-cast;fix-arity:func_0028fe38;fix-arity:func_0028fe38;static-unmapped	
00259c60	00307c40	560	switch	88.83	near	49.76		positional:isExist->0028acc8;positional:Leave->0025d4e8;positional:CtrlDelete->0025adf0;dropped:ErrorPrintfx3;dropped:ErrorRaisex1;this-pad:func_0025d4e8;this-pad:func_00290420;this-pad:func_0023f0c0;gvote:m_Lay->0035f664;gvote:m_SelPtr->0035f650;gvote:m_Time->0035f670;globals:6ppc/4ps2;unmapped-global:m_Munny;unmapped-global:0x714a5e;static-unmapped	
00259e90	0030b8d4	292	loop	91.25	near	51.99		this-pad:func_00288d80;this-pad:func_00288e08;this-pad:func_002891b8;this-pad:func_00139620;this-pad:func_001395f8;this-pad:func_002891f0;globals:5ppc/3ps2;unmapped-global:m_ImgUnit;unmapped-global:m_Lay;static-unmapped;variant:no_gvote	
0025a660	00306904	940	branchy	90.60	near	55.35		positional:ErrorPrintf->0028acc8;positional:ErrorRaise->0025a1d0;this-pad:func_00289380;this-pad:func_00139d78;this-pad:func_00289310;this-pad:func_00265c10;gvote:m_SelPtr->0035f650;gvote:m_McCheck->0035f0b0;globals:6ppc/2ps2;unmapped-global:m_ResourceState;gdims:__LNst__ZN2Tz6CmSave9CtrlYesNoEv_0;unmapped-global:__LNst__ZN2Tz6CmSave9CtrlYesNoEv_0;gdims:__LNst__ZN2Tz6CmSave8CashSaveEi_0;unmapped-global:__LNst__ZN2Tz6CmSave8CashSaveEi_0;gdims:LS_342_LV_4;unmapped-global:LS_342_LV_4;static-unmapped	
0025aa10	00306364	988	branchy	81.00	near	33.17		dropped:ErrorPrintfx7;dropped:ErrorRaisex3;this-pad:func_00289380;this-pad:func_00139d78;this-pad:func_00289310;this-pad:func_00265c10;gvote:m_SelPtr->0035f650;gvote:m_MenuPtr->0035f64c;globals:6ppc/2ps2;unmapped-global:m_ResourceState;gdims:__LNst__ZN2Tz6CmSave9CtrlYesNoEv_0;unmapped-global:__LNst__ZN2Tz6CmSave9CtrlYesNoEv_0;gdims:__LNst__ZN2Tz6CmSave8CashSaveEi_0;unmapped-global:__LNst__ZN2Tz6CmSave8CashSaveEi_0;gdims:LS_340_LV_3;unmapped-global:LS_340_LV_3;static-unmapped	
0025adf0	00306dc4	384	branchy	52.67	near	42.75		positional:SetUnformat->002b4ff8;positional:GetTypeStatus->00287cc0;positional:GetFormatStatus->00287bd0;dropped:ErrorPrintfx3;dropped:ErrorRaisex1	
0025b050	00305790	456	branchy	96.23	near	39.31		positional:ResetFindSystem->00287cc0;dropped:ErrorPrintfx6;dropped:_printfx4;dropped:ErrorRaisex2;gvote:m_McCheck->0035f0b0;globals:4ppc/1ps2;gdims:__LNst__ZN2Tz6CmSave8CashSaveEi_0;unmapped-global:__LNst__ZN2Tz6CmSave8CashSaveEi_0;gdims:__LNst__ZN2Tz6CmSave12CtrlCheckSysEv_0;unmapped-global:__LNst__ZN2Tz6CmSave12CtrlCheckSysEv_0;gdims:__LNst__ZN2Tz6CmSave12CtrlCheckSysEv_1;unmapped-global:__LNst__ZN2Tz6CmSave12CtrlCheckSysEv_1	
0025b218	00305aec	964	switch	80.84	near	15.46		positional:AddDirInfoStat->00287cc0;positional:_sprintf->00287bd0;dropped:ErrorPrintfx6;dropped:_printfx10;dropped:ErrorRaisex2;gvote:m_McCheck->0035f0b0;globals:10ppc/2ps2;gdims:mc_filename;gdims:__LNst__ZN2Tz6CmSave12CtrlDataSaveEv_1;unmapped-global:__LNst__ZN2Tz6CmSave12CtrlDataSaveEv_1;unmapped-global:0xb5b528;gdims:__LNst__ZN2Tz6CmSave8CashSaveEi_0;unmapped-global:__LNst__ZN2Tz6CmSave8CashSaveEi_0;gdims:__LNst__ZN2Tz6CmSave12CtrlLoadListEv_4;unmapped-global:__LNst__ZN2Tz6CmSave12CtrlLoadListEv_4;gdims:__LNst__ZN2Tz6CmSave12CtrlLoadListEv_3;unmapped-global:__LNst__ZN2Tz6CmSave12CtrlLoadListEv_3;gdims:__LNst__ZN2Tz6CmSave12CtrlLoadListEv_2;unmapped-global:__LNst__ZN2Tz6CmSave12CtrlLoadListEv_2;gdims:__LNst__ZN2Tz6CmSave12CtrlLoadListEv_1;unmapped-global:__LNst__ZN2Tz6CmSave12CtrlLoadListEv_1;gdims:__LNst__ZN2Tz6CmSave12CtrlLoadListEv_0;unmapped-global:__LNst__ZN2Tz6CmSave12CtrlLoadListEv_0;static-unmapped	
0025b5e0	00305558	468	branchy	79.24	near	69.56		dropped:ErrorPrintfx3;dropped:ErrorRaisex1;gvote:0x714a5e->00372ea0	
0025b7b8	00304ca8	1060	branchy	92.90	near	22.1		simmap:isBrokenData->00241c20;positional:LeaveList->00287cc0;positional:isFileUse->0025d560;dropped:ErrorPrintfx9;dropped:ErrorRaisex3;this-pad:func_00289380;this-pad:func_00289310;this-pad:func_0028af18;this-pad:func_00288d80;this-pad:func_00288e08;this-pad:func_002891b8;this-pad:func_00139620;this-pad:func_001395f8;this-pad:func_002891f0;this-pad:func_0028b040;arity-pad:func_00263c60;this-pad:func_0028afa8;gvote:m_MenuPtr->0035f64c;globals:9ppc/2ps2;unmapped-global:m_Lay;gdims:s_SeqTop;unmapped-global:s_SeqTop;unmapped-global:0x714a9c;unmapped-global:0x714aa4;unmapped-global:s_TopHelpMess;unmapped-global:m_HelpBuff;unmapped-global:0x797628;fix-arity:func_0028f4d8;fix-arity:func_0028f4d8;fix-arity:func_0028f4d8;fix-arity:func_0028f4d8;fix-arity:func_0028f7e8;fix-arity:func_00263c60;static-unmapped	
0025bbe0	003049c0	440	branchy	98.20	near	44.01		dropped:ErrorPrintfx3;dropped:_printfx6;dropped:ErrorRaisex1;gvote:m_McCheck->0035f0b0;globals:6ppc/1ps2;unmapped-global:phase;gdims:__LNst__ZN2Tz6CmSave8CashSaveEi_0;unmapped-global:__LNst__ZN2Tz6CmSave8CashSaveEi_0;gdims:__LNst__ZN2Tz6CmSave15CtrlChkDataSizeEv_0;unmapped-global:__LNst__ZN2Tz6CmSave15CtrlChkDataSizeEv_0;gdims:__LNst__ZN2Tz6CmSave15CtrlChkDataSizeEv_1;unmapped-global:__LNst__ZN2Tz6CmSave15CtrlChkDataSizeEv_1;gdims:__LNst__ZN2Tz6CmSave15CtrlChkDataSizeEv_2;unmapped-global:__LNst__ZN2Tz6CmSave15CtrlChkDataSizeEv_2	
0025bd98	003042cc	1572	switch	91.99	near	0.0		simmap:CopySaveRam2DataBuff->00240a70;positional:fadeOut->0025cd40;positional:ErrorPrintf->00287cc0;positional:ErrorRaise->00287bd0;positional:_printf->00241008;positional:_sprintf->00241358;this-pad:func_0014aa58;gvote:m_McCheck->0035f0b0;globals:11ppc/4ps2;gdims:__LNst__ZN2Tz6CmSave12CtrlDataSaveEv_0;gdims:__LNst__ZN2Tz6CmSave8CashSaveEi_0;unmapped-global:__LNst__ZN2Tz6CmSave8CashSaveEi_0;gdims:LS_323_LV_2;unmapped-global:LS_323_LV_2;unmapped-global:m_ClearSaveMode;gdims:__LNst__ZN2Tz6CmSave12CtrlDataSaveEv_2;unmapped-global:__LNst__ZN2Tz6CmSave12CtrlDataSaveEv_2;gdims:mc_filename;unmapped-global:mc_filename;gdims:__LNst__ZN2Tz6CmSave12CtrlDataSaveEv_1;unmapped-global:__LNst__ZN2Tz6CmSave12CtrlDataSaveEv_1;unmapped-global:0xb5b528;fix-arity:func_0014aa58;fix-arity:func_00240a70;static-unmapped	
0025c3c0	003035b0	1716	switch	91.28	near	19.26		simmap:ClrLocalInfo->00241320;simmap:Update->00242110;positional:GetResultDelete->00287bd0;positional:endian_read_KH2->00287cc0;positional:_sprintf->00287bd0;positional:GetDataBuff->002415a0;positional:endian_write_KH2->002347c8;dropped:ErrorPrintfx10;dropped:_printfx22;dropped:ErrorRaisex4;arity-pad:func_001058d8;arity-pad:func_002421e8;arity-pad:func_002420d8;arity-pad:func_0028b8d8;arity-pad:func_0028b8d0;arity-pad:func_00287bd0;arity-pad:func_00287cc0;arity-pad:func_00242110;arity-pad:func_002415a0;arity-pad:func_002420d0;arity-pad:func_002347c8;gvote:m_McCheck->0035f0b0;globals:21ppc/4ps2;unmapped-global:m_SaveFile;gdims:mc_filename;unmapped-global:mc_filename;gdims:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_1;unmapped-global:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_1;gdims:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_11;unmapped-global:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_11;unmapped-global:0xb5b528;gdims:__LNst__ZN2Tz6CmSave8CashSaveEi_0;unmapped-global:__LNst__ZN2Tz6CmSave8CashSaveEi_0;gdims:LS_320_LV_1;unmapped-global:LS_320_LV_1;gdims:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_8;unmapped-global:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_8;gdims:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_6;unmapped-global:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_6;gdims:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_7;unmapped-global:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_7;gdims:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_5;unmapped-global:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_5;gdims:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_4;unmapped-global:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_4;gdims:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_13;unmapped-global:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_13;gdims:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_14;unmapped-global:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_14;gdims:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_12;unmapped-global:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_12;gdims:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_10;unmapped-global:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_10;gdims:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_9;unmapped-global:__LNst__ZN2Tz6CmSave11CtrlSysSaveEv_9;fix-arity:func_00287bd0;fix-voidret:func_00242110;static-unmapped;variant:no_thispad	
0025caf0	0030328c	460	branchy	98.00	near	56.91		positional:ErrorPrintf->0028acc8;positional:ErrorRaise->00287f90;this-pad:func_00289380;this-pad:func_00139d78;this-pad:func_00289310;this-pad:func_00251a08;this-pad:func_0028b040;this-pad:func_00265c10;this-pad:func_0027d450;this-pad:func_0014aa58;this-pad:func_0028aa40;gvote:m_SelPtr->0035f650;globals:4ppc/1ps2;unmapped-global:m_MenuPtr;unmapped-global:s_TopHelpMess;unmapped-global:m_HelpBuff;fix-arity:func_00251a08;static-unmapped	
0025cde0	00302808	1800	switch	55.42	near	21.18		positional:GetType->0028acc8;this-pad:func_0023f0c0;this-pad:func_0023f070;this-pad:func_0028acb8;this-pad:func_0028aa40;arity-pad:func_00263d28;this-pad:func_0028ffe8;arity-pad:func_0028cc78;this-pad:func_002891d0;arity-pad:func_002756f8;gvote:m_Lay->0035f664;gvote:m_MenuPtr->0035f64c;gvote:m_SelPtr->0035f650;gvote:m_Light->0035f67c;gvote:m_Munny->0035f66c;gvote:m_Time->0035f670;gvote:m_SeqUnit->0035f644;gvote:m_ImgUnit->0035f640;globals:9ppc/11ps2;fix-arity:func_00263d28;fix-arity:func_0028cc78;fix-arity:func_0028cc78	
0025d620	00308784	128	branchy	88.06	near	27.45		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;globals:3ppc/0ps2;gdims:__LNst__ZN2Tz6CmSave8SelCheckEi_0;unmapped-global:__LNst__ZN2Tz6CmSave8SelCheckEi_0;gdims:__LNst__ZN2Tz6CmSave8CashSaveEi_0;unmapped-global:__LNst__ZN2Tz6CmSave8CashSaveEi_0;gdims:LS_358_LV_9;unmapped-global:LS_358_LV_9	
0025d918	002fc3a0	260	straight	95.86	near	60.38		stack-locals:1;this-pad:func_002369a0;this-pad:func_0023c008;this-pad:func_0023f948;this-pad:func_0023ef50;gvote:m_Lay->0035f664;globals:8ppc/7ps2;unmapped-global:m_ResourceState;fix-assign-cast;static-unmapped	
0025da20	002fc084	388	switch	83.93	near	47.99		positional:LeaveList->0028acc8;positional:CtrlDelete->0025f550;dropped:ErrorPrintfx3;dropped:ErrorRaisex1;this-pad:func_0023f0c0;this-pad:func_00251a08;gvote:m_Lay->0035f664;gvote:m_SelPtr->0035f650;globals:5ppc/3ps2;unmapped-global:m_MenuPtr;unmapped-global:m_Light;fix-arity:func_00251a08;static-unmapped	
0025dbd8	002fbbf0	528	switch	94.84	near	40.2		positional:McModeSelect->0028acc8;positional:Send->00287f90;positional:isMcModeSelect->0028ae28;positional:Print->0028ab20;positional:_sprintf->0028ae28;dropped:ErrorPrintfx6;dropped:ErrorRaisex2;this-pad:func_00289380;this-pad:func_00139d78;this-pad:func_00289310;this-pad:func_0028aa40;this-pad:func_00265c10;this-pad:func_0027d450;this-pad:func_0028b040;arity-pad:func_0028ae28;gvote:m_MenuPtr->0035f64c;globals:5ppc/3ps2;unmapped-global:0x7975b8;unmapped-global:0x7fd610;fix-arity:func_0028aa40;fix-arity:func_0028f7e8;fix-arity:func_0028aa40;fix-arity:func_0028aa40;fix-arity:func_0028ae28;fix-arity:func_0028ae28;static-unmapped	
0025dde8	002fb920	256	switch	4.64	near	45.15		positional:GetTypeStatus->00287cc0;unmapped-call:GetFormatStatus;dropped:ErrorPrintfx3;dropped:GetFormatStatusx1;dropped:ErrorRaisex1;gvote:m_WarningPtr->0035f654;globals:1ppc/2ps2	
0025dfb0	002fb498	960	branchy	85.31	near	60.54		positional:ErrorPrintf->0028acc8;positional:ErrorRaise->0025dba8;this-pad:func_00289380;this-pad:func_00139d78;this-pad:func_00289310;this-pad:func_00265c10;gvote:m_SelPtr->0035f650;globals:4ppc/3ps2;unmapped-global:m_McCheck;static-unmapped	
0025e450	002fa678	1100	switch	75.51	near	39.61		positional:getPs3SaveCashStat->00287bd0;positional:AddDirInfoStat->00241450;positional:_sprintf->00241450;positional:getHddFreeSize->00287bd0;dropped:ErrorPrintfx3;dropped:ErrorRaisex1;dropped:_printfx8;arity-pad:func_00241450;globals:12ppc/3ps2;unmapped-global:m_McCheck;unmapped-global:mc_filename;unmapped-global:__LNst__ZN2Tz6CmLoad12CtrlDataLoadEv_4;unmapped-global:0xb5b150;unmapped-global:__LNst__ZN2Tz6CmLoad12CtrlDataLoadEv_3;unmapped-global:__LNst__ZN2Tz6CmLoad12CtrlLoadListEv_3;unmapped-global:__LNst__ZN2Tz6CmLoad12CtrlLoadListEv_2;unmapped-global:__LNst__ZN2Tz6CmLoad12CtrlLoadListEv_1;unmapped-global:__LNst__ZN2Tz6CmLoad12CtrlLoadListEv_0;fix-arity:func_00241450;static-unmapped;variant:no_dims	
0025e8a0	002fa080	784	branchy	95.06	near	47.57		positional:LeaveList->00287df0;positional:isFileUse->00241770;dropped:ErrorPrintfx7;dropped:ErrorRaisex3;this-pad:func_00289380;this-pad:func_00289310;this-pad:func_0028af18;this-pad:func_0028b040;arity-pad:func_00263c60;this-pad:func_0028afa8;gvote:m_MenuPtr->0035f64c;globals:7ppc/2ps2;unmapped-global:m_HelpBuff;unmapped-global:0x7975b8;unmapped-global:__LNst__ZN2Tz6CmLoad8CtrlListEv_1;gdims:__LNst__ZN2Tz6CmLoad12CtrlDataLoadEv_3;unmapped-global:__LNst__ZN2Tz6CmLoad12CtrlDataLoadEv_3;gdims:LS_46_LV_0;unmapped-global:LS_46_LV_0;fix-arity:func_0028f4d8;fix-arity:func_0028f4d8;fix-arity:func_0028f7e8;fix-arity:func_00263c60;fix-arity:func_00263c60;fix-arity:func_00263c60;fix-arity:func_00263c60;static-unmapped	
0025ebb0	002f9c98	728	branchy	73.34	near	45.15		positional:_sprintf->00287bd0;positional:LoadGame->002415a0;dropped:ErrorPrintfx6;dropped:_printfx2;dropped:ErrorRaisex2;this-pad:func_0014aa58;globals:8ppc/1ps2;unmapped-global:phase;gdims:mc_filename;unmapped-global:mc_filename;gdims:__LNst__ZN2Tz6CmLoad12CtrlDataLoadEv_4;unmapped-global:__LNst__ZN2Tz6CmLoad12CtrlDataLoadEv_4;unmapped-global:0xb5b150;unmapped-global:m_McCheck;gdims:__LNst__ZN2Tz6CmLoad12CtrlDataLoadEv_3;unmapped-global:__LNst__ZN2Tz6CmLoad12CtrlDataLoadEv_3;gdims:__LNst__ZN2Tz6CmLoad12CtrlDataLoadEv_6;unmapped-global:__LNst__ZN2Tz6CmLoad12CtrlDataLoadEv_6;static-unmapped	
0025eee8	002f95dc	1348	switch	72.31	near	62.47		positional:GetType->0028acc8;positional:DrawSelector->0028acc8;this-pad:func_0023f0c0;this-pad:func_0023f070;this-pad:func_0028acb8;this-pad:func_0028aa40;arity-pad:func_00263d28;arity-pad:func_0028acc8;this-pad:func_0028d1c0;arity-pad:func_002891d0;arity-pad:func_002756f8;gvote:m_Lay->0035f664;gvote:m_MenuPtr->0035f64c;gvote:m_SelPtr->0035f650;gvote:m_Light->0035f67c;gvote:m_ImgUnit->0035f640;globals:7ppc/9ps2;fix-arity:func_00263d28;fix-arity:func_0028acc8;fix-arity:func_0028d1c0	
0025fb48	003a9dd8	1160	branchy	48.78	near	37.72		positional:ErrorPrintf->00262160;positional:ErrorRaise->0028f930;this-pad:func_00289380;this-pad:func_00139d78;this-pad:func_00289310;this-pad:func_00251a08;this-pad:func_0028af18;this-pad:func_00281100;this-pad:func_00265c10;this-pad:func_0027d450;this-pad:func_0028afa8;arity-pad:func_00263c60;this-pad:func_0028acb8;this-pad:func_002891e8;this-pad:func_002891b8;gvote:m_MenuPtr->0035f01c;gvote:m_PartyInfo->0035f010;globals:8ppc/3ps2;unmapped-global:0x797c08;unmapped-global:__LNst__ZN2Tz6CmItem15CreateEquipListEv_0;gdims:__LNst__ZN2Tz6CmItem14CreateCategoryEv_3;unmapped-global:__LNst__ZN2Tz6CmItem14CreateCategoryEv_3;gdims:LS_82_LV_5;unmapped-global:LS_82_LV_5;gdims:__LNst__ZN2Tz6CmItem7CtrlTopEv_0;unmapped-global:__LNst__ZN2Tz6CmItem7CtrlTopEv_0;fix-arity:func_00263c60;fix-arity:func_00263c60;static-unmapped	
0025ffd0	003a6900	1096	loop	78.01	near	33.33		stack-locals:1;arity-pad:func_0028f4d8;arity-pad:func_00281f18;arity-pad:func_00288d80;arity-pad:func_002891b8;arity-pad:func_00138c10;arity-pad:func_0023aa98;arity-pad:func_0023aa78;arity-pad:func_0023aa18;arity-pad:func_0023aa38;arity-pad:func_00138c68;arity-pad:func_00139620;arity-pad:func_0023f1b0;arity-pad:func_0023c4b8;arity-pad:func_00236ca8;arity-pad:func_002891f0;arity-pad:func_0028af90;arity-pad:func_0028afd0;arity-pad:func_0028b078;arity-pad:func_0028b218;arity-pad:func_0028b248;arity-pad:func_0028af88;arity-pad:func_0028af18;arity-pad:func_00281f20;arity-pad:func_0028b040;arity-pad:func_002891e8;gvote:m_pri->0035f3d4;gvote:m_MenuPtr->0035f01c;gvote:m_DummySeq->0035ef6c;gvote:m_SclBar->0035f04c;raw-view:4;fix-arity:func_0028f4d8;fix-arity:func_002634d8;fix-voidret:func_002634d8;variant:no_thispad	
00260418	003aa708	1004	switch	73.59	compile	0.0	00260418.cpp:2991: request for	simmap:ChkLoadEntry->00281d48;positional:ErrorPrintf->0028f930;positional:ErrorRaise->00262290;positional:StatusPrintf->00287f90;positional:FadeOut->00262208;this-pad:func_00289380;this-pad:func_00289310;this-pad:func_00251a08;this-pad:func_0028b0e0;this-pad:func_0028af18;this-pad:func_00138c10;this-pad:func_00281f18;this-pad:func_0028b040;this-pad:func_00281f20;this-pad:func_00192b30;arity-pad:func_00263c60;this-pad:func_002891e8;this-pad:func_0028b038;gvote:m_MenuPtr->0035f01c;globals:8ppc/3ps2;gdims:__LNst__ZN2Tz6CmItem14isLoopCategoryEv_0;gdims:__LNst__ZN2Tz6CmItem14CreateCategoryEv_3;unmapped-global:__LNst__ZN2Tz6CmItem14CreateCategoryEv_3;gdims:LS_95_LV_7;unmapped-global:LS_95_LV_7;unmapped-global:0x797c08;gdims:__LNst__ZN2Tz6CmItem10GetItemTblEi_0;unmapped-global:__LNst__ZN2Tz6CmItem10GetItemTblEi_0;unmapped-global:LS_47_LV_1;raw-view:3	
00260808	003a7260	1236	loop	77.13	near	49.32		stack-locals:4;positional:ErrorPrintf->00281e70;positional:ErrorRaise->0028acc8;positional:Create->00263660;this-pad:func_00281f30;this-pad:func_00139620;this-pad:func_001395f8;arity-pad:func_0023aa18;arity-pad:func_0023aa38;arity-pad:func_00138c68;this-pad:func_00288d80;this-pad:func_002891b8;this-pad:func_0023aa78;this-pad:func_00281f20;this-pad:func_00281f18;this-pad:func_002891f0;this-pad:func_00263660;gvote:m_pri->0035f3d4;gvote:m_MenuPtr->0035f01c;gvote:m_ItemStat->0035f018;globals:10ppc/7ps2;unmapped-global:__LNst__ZN2Tz6CmItem14CreateCategoryEv_3;unmapped-global:LS_47_LV_1;unmapped-global:s_UseSelMess;static-unmapped;variant:no_dims	
00260ce0	003ab098	800	branchy	83.23	near	63.78		simmap:ChkLoadEntry->00281d48;positional:isExistSubWin->00287f90;positional:FadeOut->00291288;this-pad:func_00289380;this-pad:func_002911f8;this-pad:func_00289310;arity-pad:func_00281c50;this-pad:func_0028af18;gvote:m_MenuPtr->0035f01c;gvote:m_ItemStat->0035f018;fix-arity:func_00281c50	
00261000	003a7c34	708	loop	87.46	near	45.87		stack-locals:4;positional:ErrorPrintf->00192048;positional:ErrorRaise->002636b0;this-pad:func_00281f30;this-pad:func_00139620;this-pad:func_00281f20;this-pad:func_00281f18;this-pad:func_00281100;this-pad:func_00288d80;this-pad:func_002891b8;this-pad:func_0023aa78;arity-pad:func_00138c68;this-pad:func_00281140;this-pad:func_0028b1e8;this-pad:func_002891f0;this-pad:func_00288f48;gvote:m_pri->0035f3d4;gvote:m_PartyInfo->0035f010;gvote:m_MenuPtr2->0035f020;globals:9ppc/6ps2;gdims:__LNst__ZN2Tz6CmItem10GetItemTblEi_0;unmapped-global:__LNst__ZN2Tz6CmItem10GetItemTblEi_0;gdims:__LNst__ZN2Tz6CmItem14CreateCategoryEv_3;unmapped-global:__LNst__ZN2Tz6CmItem14CreateCategoryEv_3;unmapped-global:LS_47_LV_1;raw-view:1;static-unmapped	
002612c8	003ab558	740	branchy	69.05	near	57.44		positional:ErrorPrintf->002630d8;positional:ErrorRaise->00287f90;positional:SetupItemUseWarning->00263160;arity-pad:func_00289380;arity-pad:func_00289310;arity-pad:func_0028b1e8;arity-pad:func_0028af18;gvote:m_MenuPtr2->0035f020;globals:3ppc/2ps2;unmapped-global:0x797c08;raw-view:6;fix-arity:func_00139768;static-unmapped;variant:no_thispad	
