ee_addr	ppc_addr	size	class	cov_fuzzy	status	fuzzy	err	notes	constraints
0024e9c0	003cf94c	256	loop	87.55	near	43.08		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;arity-pad:func_001396b0;globals:8ppc/3ps2;unmapped-global:0x71d1e8;unmapped-global:0x71d250;gdims:__LNst__ZN2Tz4TTMY10GetIconSeqEi_1;unmapped-global:__LNst__ZN2Tz4TTMY10GetIconSeqEi_1;gdims:__LNst__ZN2Tz4TTMY10GetIconSeqEi_3;unmapped-global:__LNst__ZN2Tz4TTMY10GetIconSeqEi_3;unmapped-global:LS_37_LV_1;static-unmapped	
0024ebc0	003cfe28	144	branchy	96.89	compile	0.0	0024ebc0.cpp:671: `Tz'	this-pad:func_00139d78;gvote:m_MenuPtr->0035ee04;globals:4ppc/3ps2;unmapped-global:m_CMark	
0024ec50	003cfb2c	392	switch	46.06	near	58.76		dropped:ErrorPrintfx3;dropped:ErrorRaisex1;this-pad:func_00289380;this-pad:func_00289310;this-pad:func_0023f0c0;this-pad:func_0023f070;this-pad:func_002891e8;this-pad:func_0023f5b8;gvote:m_MenuPtr->0035ee04;globals:8ppc/3ps2;unmapped-global:s_TitleMessNum;unmapped-global:m_Help;unmapped-global:m_HelpPos;gdims:s_HelpSeqNum;unmapped-global:s_HelpSeqNum;gdims:LS_41_s_HelpPos;unmapped-global:LS_41_s_HelpPos;static-unmapped	
0024f070	003cf7c0	304	branchy	64.20	near	2.41		this-pad:func_00138c10;globals:7ppc/6ps2;gdims:LS_41_s_HelpPos;gdims:s_HelpSeqNum;unmapped-global:m_Lay;static-unmapped	
0024f398	003c9060	400	loop	65.49	near	61.88		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_002889f0;this-pad:func_00288f48;arity-pad:func_002b3df8;this-pad:func_00239700;this-pad:func_00102818;gvote:m_MenuPtr->0035ee34;gvote:m_SelPtr->0035ee38;gvote:m_Lay->0035ee3c;gvote:m_LayBg2->0035ee40;gvote:m_LayPic->0035ee44;gvote:Allocator->0032ba14;gvote:sm_manager_ptr->00347f80;gvote:m_FadeWait->0035ee50;gvote:m_New->0035ee48;gvote:m_NewInfo->0035ee51;gdims:_ZZN2dk5Obj2DnaEjEs_0;gdims:_ZZN2dk5Obj2DnaEjEs_2;fix-assign-cast;fix-assign-cast;fix-assign-cast	
0024f710	003c8a24	1216	loop	54.80	near	49.87		this-pad:func_002369a0;this-pad:func_0023c008;this-pad:func_0023ef50;this-pad:func_00288d80;this-pad:func_002891b8;this-pad:func_0023aa98;arity-pad:func_001395f8;arity-pad:func_00139570;this-pad:func_002892f8;this-pad:func_0023aa78;this-pad:func_00138c68;this-pad:func_002891f0;this-pad:func_002891e8;this-pad:func_002b4070;gvote:m_FadeWait->0035ee50;gvote:m_Lay->0035ee3c;gvote:m_NewInfo->0035ee51;gvote:m_MenuPtr->0035ee34;gvote:m_LayPic->0035ee44;gvote:m_LayBg2->0035ee40;globals:20ppc/19ps2;gdims:s_Seq0;gdims:s_LayPicNum;unmapped-global:0x797d88;fix-assign-cast;fix-assign-cast;fix-assign-cast;static-unmapped	
0024ff08	003c891c	216	branchy	97.73	near	92.86		this-pad:func_00139d78;gvote:m_MenuPtr->0035ee34;gvote:m_SelPtr->0035ee38;gvote:m_Lay->0035ee3c;gvote:m_LayBg2->0035ee40;gvote:m_LayPic->0035ee44	
00250328	003c7b94	552	branchy	92.77	near	33.12		this-pad:func_00139d78;this-pad:func_002891e8;this-pad:func_0028acb8;this-pad:func_0028aa40;this-pad:func_002892f8;this-pad:func_00247bb0;this-pad:func_002891d0;gvote:m_Lay->0035ee3c;gvote:m_MenuPtr->0035ee34;gvote:m_LayPic->0035ee44;gvote:m_LayBg2->0035ee40;gvote:m_SelPtr->0035ee38;globals:7ppc/6ps2;gdims:s_LayPicNum;unmapped-global:m_New;static-unmapped	
00250550	003c7988	328	branchy	88.20	near	54.43		arity-pad:func_00289310;arity-pad:func_002891e8;arity-pad:func_002890e0;arity-pad:func_0024e008;this-pad:func_0023f070;arity-pad:func_002891d0;this-pad:func_002b4388;gvote:m_LayPic->0035ee44;globals:8ppc/5ps2;gdims:s_LayPicNum;unmapped-global:0x71cccc;unmapped-global:0x71cd80;unmapped-global:m_HelpMsg;fix-arity:func_0023f070;static-unmapped	
002507a0	003c83b0	392	loop	97.55	near	76.87		this-pad:func_002892f8;this-pad:func_002891b8;this-pad:func_00139648;arity-pad:func_0023aa18;arity-pad:func_0023aa38;this-pad:func_00138c68;this-pad:func_002891e8;this-pad:func_00138c10;gvote:m_NewInfo->0035ee51;gvote:m_New->0035ee48;gvote:m_pri->0035f3d4;gvote:m_MenuPtr->0035ee34;gvote:m_Lay->0035ee3c	
00250a50	003bbdfc	852	loop	74.95	near	41.03		byname:ErrorRaise->0031a838;byname:ErrorRaise->0031a838;byname:ErrorRaise->0031a838;byname:ErrorRaise->0031a838;dropped:ErrorPrintfx7;this-pad:func_002889f0;arity-pad:func_00288f48;this-pad:func_00239700;this-pad:func_00102818;gvote:m_MenuPtr->0035ee58;gvote:m_Lay->0035ee60;gvote:m_Title->0035ee64;gvote:sm_manager_ptr->00347f80;gvote:m_SelPtr->0035ee5c;gvote:m_Help->0035ee68;globals:22ppc/19ps2;gdims:_ZZN2dk5Obj2DnwEjEs_0;gdims:_ZZN2dk5Obj2DnwEjEs_2;gdims:_ZZN2dk5Obj2DnaEjEs_0;unmapped-global:_ZZN2dk5Obj2DnaEjEs_0;gdims:_ZZN2dk5Obj2DnaEjEs_2;unmapped-global:_ZZN2dk5Obj2DnaEjEs_2;unmapped-global:LV_1;fix-assign-cast	
00250fb8	003b9c38	276	loop	80.27	near	75.59		gvote:m_Lay->0035ee60;gvote:m_Help->0035ee68;gvote:m_MenuPtr->0035ee58;gvote:m_SelPtr->0035ee5c	
00251148	003bb7cc	464	loop	29.38	near	27.35		byname:ErrorRaise->0031a838;positional:ErrorPrintf->00288ce0;this-pad:func_002369a0;this-pad:func_0023c008;this-pad:func_0023ef50;this-pad:func_00252098;arity-pad:func_0023f1e0;this-pad:func_0023f6c0;arity-pad:func_002891f0;this-pad:func_002891e8;gvote:m_Lay->0035ee60;gvote:m_MenuPtr->0035ee58;gvote:sm_manager_ptr->00347f80;gvote:m_Title->0035ee64;globals:24ppc/10ps2;gdims:__LNst__ZN2Tz4CANA12isEnableMenuEi_1;gdims:__LNst__ZN2Tz4CANA12isEnableMenuEi_3;gdims:LS_71_LV_5;gdims:LS_71_s_flg;gdims:_ZZN2dk5Obj2DnwEjEs_0;gdims:_ZZN2dk5Obj2DnwEjEs_2;unmapped-global:_ZZN2dk5Obj2DnwEjEs_2;unmapped-global:LV_0;unmapped-global:0x74a5d0;unmapped-global:0x71c438;unmapped-global:0x71c45e;unmapped-global:LS_96_s_ShipInfo;unmapped-global:DAT_0071c59e;gdims:s_ShipSeqNumBP;unmapped-global:s_ShipSeqNumBP;gdims:s_ShipSeqNumIS;unmapped-global:s_ShipSeqNumIS;unmapped-global:0x71c43e;unmapped-global:m_Ship;gdims:LS_95_s_NextFlag;unmapped-global:LS_95_s_NextFlag;unmapped-global:m_NextMark;unmapped-global:s_NextSeqNum;fix-assign-cast;fix-assign-cast;fix-arity:func_0023f1e0;static-unmapped	
00251318	003bb264	152	branchy	93.16	near	37.25		dropped:ErrorPrintfx3;dropped:ErrorRaisex1;this-pad:func_002892f8;this-pad:func_00139d78;this-pad:func_00247bb0;globals:1ppc/0ps2;unmapped-global:m_SelPtr;static-unmapped	
002515a0	003babc4	476	loop	86.32	near	78.09		stack-locals:1;this-pad:func_00288d80;this-pad:func_002891b8;this-pad:func_0023aa78;this-pad:func_00288e08;arity-pad:func_00139620;this-pad:func_002891f0;this-pad:func_0028af28;gvote:m_Lay->0035ee60;gvote:m_pri->0035f3d4;gvote:m_SelPtr->0035ee5c	
00251780	003ba79c	556	branchy	90.35	near	40.55		positional:ErrorPrintf->002519d0;positional:ErrorRaise->00287f90;this-pad:func_00289380;this-pad:func_0028af18;this-pad:func_00289310;this-pad:func_00251a08;this-pad:func_00265c10;this-pad:func_0027d450;this-pad:func_002891e8;this-pad:func_0028aa40;gvote:m_SelPtr->0035ee5c;gvote:m_MenuPtr->0035ee58;globals:5ppc/2ps2;unmapped-global:m_Base;unmapped-global:m_Gra;gdims:s_GraSeqNum;unmapped-global:s_GraSeqNum;static-unmapped	
00251a70	003ba280	1052	branchy	48.16	near	49.37		positional:ErrorPrintf->0028acc8;positional:ErrorRaise->0028acc8;positional:DrawSelector->00251fe0;this-pad:func_0023f0c0;this-pad:func_0023f070;this-pad:func_0028acb8;this-pad:func_0028aa40;this-pad:func_002892f8;this-pad:func_00247bb0;this-pad:func_002891e8;this-pad:func_002891d0;gvote:m_Lay->0035ee60;gvote:m_MenuPtr->0035ee58;gvote:m_SelPtr->0035ee5c;gvote:m_Title->0035ee64;gvote:m_Help->0035ee68;globals:11ppc/5ps2;unmapped-global:m_Base;unmapped-global:__LNst__ZN2Tz4CANA10GetIconSeqEi_0;unmapped-global:__LNst__ZN2Tz4CANA12isEnableMenuEi_3;unmapped-global:LS_78_LV_6;unmapped-global:0x71c438;unmapped-global:0x71c43e;fix-arity:func_0028acc8;static-unmapped;variant:no_dims	
00252208	003bb3f0	276	loop	83.99	near	40.45		dropped:ErrorPrintfx2;dropped:ErrorRaisex2;gvote:m_Lay->0035ee60;globals:10ppc/4ps2;gdims:LS_71_s_flg;unmapped-global:0x71c43e;gdims:__LNst__ZN2Tz4CANA12isEnableMenuEi_1;unmapped-global:__LNst__ZN2Tz4CANA12isEnableMenuEi_1;gdims:__LNst__ZN2Tz4CANA12isEnableMenuEi_3;unmapped-global:__LNst__ZN2Tz4CANA12isEnableMenuEi_3;gdims:LS_71_LV_5;unmapped-global:LS_71_LV_5;gdims:_ZZNK2YS7BITFLAGILj64EjE5checkEjEs_0;unmapped-global:_ZZNK2YS7BITFLAGILj64EjE5checkEjEs_0;gdims:_ZZNK2YS7BITFLAGILj64EjE5checkEjEs_2;unmapped-global:_ZZNK2YS7BITFLAGILj64EjE5checkEjEs_2;fix-arity:func_00252208;static-unmapped	
00252320	003bb6a0	264	loop	93.91	near	0.0		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_00252208;gvote:m_Lay->0035ee60;globals:7ppc/6ps2;gdims:__LNst__ZN2Tz4CANA18CreateMapBlackPerlEv_0;gdims:__LNst__ZN2Tz4CANA12isEnableMenuEi_3;gdims:LS_97_LV_7;unmapped-global:LS_97_LV_7	
00252540	003b9d7c	216	branchy	94.05	near	20.63		this-pad:func_002891e8;gvote:m_MenuPtr->0035ee58;gvote:m_Lay->0035ee60;gdims:s_GraSeqNum	
00252660	003b9eb4	172	branchy	85.07	near	37.61		dropped:ErrorPrintfx2;dropped:ErrorRaisex2;arity-pad:func_00138c10;globals:6ppc/1ps2;gdims:_ZZNK2YS7BITFLAGILj64EjE5checkEjEs_0;unmapped-global:_ZZNK2YS7BITFLAGILj64EjE5checkEjEs_0;gdims:_ZZNK2YS7BITFLAGILj64EjE5checkEjEs_2;unmapped-global:_ZZNK2YS7BITFLAGILj64EjE5checkEjEs_2;gdims:_ZZN2YS7BITFLAGILj64EjE3setEjEs_0;unmapped-global:_ZZN2YS7BITFLAGILj64EjE3setEjEs_0;gdims:_ZZN2YS7BITFLAGILj64EjE3setEjEs_2;unmapped-global:_ZZN2YS7BITFLAGILj64EjE3setEjEs_2;gdims:LV_3;unmapped-global:LV_3	
00252760	003b9348	176	straight	82.93	near	57.83		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_00239700;this-pad:func_00102818;gvote:m_LayList->0035ee9c;gvote:m_Lay->0035eea4;gvote:sm_manager_ptr->00347f80;gvote:m_LayListMax->0035eea0;gvote:m_Mess->0035eea8;globals:11ppc/10ps2;gdims:_ZZN2dk5Obj2DnwEjEs_0;gdims:_ZZN2dk5Obj2DnwEjEs_2;unmapped-global:LV_0;fix-assign-cast	
00252900	003b91bc	164	straight	93.46	near	40.62		this-pad:func_00102448;this-pad:func_002369a0;this-pad:func_0023c008;this-pad:func_0023ef50;gvote:m_Lay->0035eea4;gvote:m_LayList->0035ee9c;fix-assign-cast	
002529a8	003b8fd0	300	loop	67.76	near	47.68		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;gvote:m_LayList->0035ee9c;gvote:m_LayListMax->0035eea0;globals:7ppc/4ps2;gdims:__LNst__ZN2Tz4ALCA10SetLayListEv_0;unmapped-global:__LNst__ZN2Tz4ALCA10SetLayListEv_0;gdims:__LNst__ZN2Tz4ALCA7SetMessEv_3;unmapped-global:__LNst__ZN2Tz4ALCA7SetMessEv_3;gdims:LS_53_LV_4;unmapped-global:LS_53_LV_4	
00252c20	003b8dcc	188	branchy	95.88	near	29.18		dropped:ErrorPrintfx3;dropped:ErrorRaisex1;this-pad:func_0023f100;this-pad:func_0023f0c0;this-pad:func_0023f108;gvote:m_Lay->0035eea4	
00252ce0	003b8c84	164	loop	73.89	near	44.25		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_0023f100;this-pad:func_0023f0c0;this-pad:func_0023f0c8;gvote:m_Lay->0035eea4;gvote:m_LayListMax->0035eea0;gvote:m_LayList->0035ee9c;globals:6ppc/3ps2;gdims:__LNst__ZN2Tz4ALCA7ChgModeEv_0;unmapped-global:__LNst__ZN2Tz4ALCA7ChgModeEv_0;gdims:__LNst__ZN2Tz4ALCA7SetMessEv_3;unmapped-global:__LNst__ZN2Tz4ALCA7SetMessEv_3;unmapped-global:LS_47_LV_3	
00252d88	003b8aa8	196	loop	86.37	near	57.52		dropped:ErrorPrintfx2;dropped:ErrorRaisex2;this-pad:func_0023f0c0;gvote:m_Lay->0035eea4;globals:5ppc/2ps2;gdims:__LNst__ZN2Tz4ALCA7ChgModeEv_0;unmapped-global:__LNst__ZN2Tz4ALCA7ChgModeEv_0;gdims:__LNst__ZN2Tz4ALCA7SetMessEv_3;unmapped-global:__LNst__ZN2Tz4ALCA7SetMessEv_3;gdims:__LNst__ZN2Tz4ALCA7ChgModeEv_1;unmapped-global:__LNst__ZN2Tz4ALCA7ChgModeEv_1	
00252e50	003b8880	328	loop	84.48	near	33.17		positional:ErrorPrintf->00139d78;positional:ErrorRaise->00139d78;this-pad:func_0023f0c0;this-pad:func_00138c10;this-pad:func_0023aa98;gvote:m_Lay->0035eea4;gvote:m_LayListMax->0035eea0;gvote:m_LayList->0035ee9c;gvote:m_Mess->0035eea8;globals:6ppc/5ps2;gdims:__LNst__ZN2Tz4ALCA7SetMessEv_1;gdims:__LNst__ZN2Tz4ALCA7SetMessEv_3;unmapped-global:__LNst__ZN2Tz4ALCA7SetMessEv_3;fix-arity:func_00139d78;static-unmapped	
00252fe8	002ea9bc	224	branchy	79.68	near	38.85		positional:ErrorPrintf->002530c8;positional:ErrorRaise->00253330;globals:7ppc/2ps2;gdims:LS_42_s_Mode2;gdims:s_SavePri;unmapped-global:m_pri;gdims:s_Func;unmapped-global:s_Func;gdims:__LNst__ZN2Tz8CampMenu11GetFuncListEi_1;unmapped-global:__LNst__ZN2Tz8CampMenu11GetFuncListEi_1;gdims:__LNst__ZN2Tz8CampMenu11GetFuncListEi_3;unmapped-global:__LNst__ZN2Tz8CampMenu11GetFuncListEi_3;unmapped-global:LS_36_LV_1;fix-arity:func_00287910;static-unmapped;variant:no_gvote	
002530f0	002eb3a0	144	branchy	94.11	near	46.97		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;gvote:m_pri->0035f3d4;globals:7ppc/3ps2;gdims:s_Func;gdims:s_SavePri;unmapped-global:s_SavePri;gdims:__LNst__ZN2Tz8CampMenu11GetFuncListEi_1;unmapped-global:__LNst__ZN2Tz8CampMenu11GetFuncListEi_1;gdims:__LNst__ZN2Tz8CampMenu11GetFuncListEi_3;unmapped-global:__LNst__ZN2Tz8CampMenu11GetFuncListEi_3;unmapped-global:LS_36_LV_1;static-unmapped	
00253180	002ead84	432	branchy	83.85	near	43.02		positional:isGamePause->00253330;positional:getReserveType->00103428;dropped:ErrorPrintfx8;dropped:ErrorRaisex4;gvote:m_isRunning->0033cbb0;globals:8ppc/1ps2;unmapped-global:Config;gdims:s_Func;unmapped-global:s_Func;unmapped-global:param;gdims:LS_34_s_Lst;unmapped-global:LS_34_s_Lst;gdims:__LNst__ZN2Tz8CampMenu11GetFuncListEi_1;unmapped-global:__LNst__ZN2Tz8CampMenu11GetFuncListEi_1;gdims:__LNst__ZN2Tz8CampMenu11GetFuncListEi_3;unmapped-global:__LNst__ZN2Tz8CampMenu11GetFuncListEi_3;unmapped-global:LS_36_LV_1;static-unmapped	
002534e0	002eb2e8	88	branchy	88.18	near	65.58		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;globals:3ppc/0ps2;unmapped-global:__LNst__ZN2Tz8CampMenu12StartHelpGraEPvS1__0;gdims:__LNst__ZN2Tz8CampMenu11GetFuncListEi_3;unmapped-global:__LNst__ZN2Tz8CampMenu11GetFuncListEi_3;gdims:LS_50_LV_3;unmapped-global:LS_50_LV_3	
00253638	002eda60	300	loop	99.60	near	40.17		stack-locals:1;positional:_keywordSearchEntry->002fde18;dropped:ErrorPrintfx4;dropped:ErrorRaisex2;this-pad:func_002fde18;globals:12ppc/6ps2;gdims:fname;gdims:m_FInfo;unmapped-global:m_BackRead;unmapped-global:m_pInstance;unmapped-global:m_pLoadingEntryTex;gdims:__LNst__ZN2Tz6CMData4InitEv_1;unmapped-global:__LNst__ZN2Tz6CMData4InitEv_1;gdims:__LNst__ZN2Tz6CMData12ReadCallbackEPN2YS6BINARCEjPv_1;unmapped-global:__LNst__ZN2Tz6CMData12ReadCallbackEPN2YS6BINARCEjPv_1;unmapped-global:LS_10_LV_0;static-unmapped;variant:no_gvote	
002539e8	002ee43c	280	branchy	85.44	compile	0.0	002539e8.cpp:121: incompatible	stack-locals:1;dropped:ErrorPrintfx2;dropped:_printfx2;dropped:ErrorRaisex2;gvote:m_BackRead->0035ef58;gvote:s_Fname->0035eec0;globals:16ppc/6ps2;gdims:fname;gdims:m_FInfo;unmapped-global:0xad3280;unmapped-global:0x797508;unmapped-global:0xad3260;unmapped-global:0x797500;unmapped-global:0xad3200;gdims:__LNst__ZN2Tz6CMData6GetPtrEi_0;unmapped-global:__LNst__ZN2Tz6CMData6GetPtrEi_0;gdims:__LNst__ZN2Tz6CMData12ReadCallbackEPN2YS6BINARCEjPv_1;unmapped-global:__LNst__ZN2Tz6CMData12ReadCallbackEPN2YS6BINARCEjPv_1;gdims:LS_29_LV_7;unmapped-global:LS_29_LV_7;gdims:__LNst__ZN2Tz6CMData8BackReadEiPc_0;unmapped-global:__LNst__ZN2Tz6CMData8BackReadEiPc_0;gdims:__LNst__ZN2Tz6CMData8BackReadEiPc_1;unmapped-global:__LNst__ZN2Tz6CMData8BackReadEiPc_1	
00254020	00314a6c	1252	loop	91.75	near	61.43		simmap:Exit->0026bab8;simmap:Exit->002643d0;simmap:Exit->0027c508;simmap:Exit->002816f0;simmap:Exit->002932f8;simmap:Exit->00293780;positional:_PartyInfo->00280ee0;positional:_ItemStat->00290c30;positional:_ItemInfo->00281f10;positional:ErrorPrintf->00258158;positional:ErrorRaise->0031acc0;positional:Exit->0031acc0;positional:MenuOut->0031acc0;arity-pad:func_00280ee0;this-pad:func_00290c30;this-pad:func_00281f10;this-pad:func_00288b00;this-pad:func_00239870;this-pad:func_0028fdd0;this-pad:func_00290300;this-pad:func_0028ba80;gvote:s_DispDelay->0035ef60;gvote:m_PartyInfo->0035f010;gvote:Allocator->0032ba14;gvote:m_ItemStat->0035f018;gvote:m_ItemInfo->0035f014;gvote:m_MenuPtr->0035f01c;gvote:m_MenuPtr2->0035f020;gvote:m_SelPtr->0035f024;gvote:m_Base->0035f028;gvote:sm_manager_ptr->00347f80;gvote:m_Delay->0035f030;gvote:m_Warning->0035f034;gvote:m_Place->0035f040;gvote:m_Munny->0035f044;gvote:m_Time->0035f048;gvote:m_SclBar->0035f04c;gvote:m_Light->0035f050;globals:28ppc/26ps2;gdims:_ZZN2dk5Obj2DdaEPvEs_0;gdims:_ZZN2dk5Obj2DdaEPvEs_2;unmapped-global:0x743ef8;unmapped-global:m_Lay;fix-assign-cast;static-unmapped	
00254770	00312be0	836	branchy	0.00	near	52.16		byname:ErrorRaise->0031a838;positional:ErrorPrintf->0028fc78;positional:Loop->00290198;this-pad:func_002369a0;this-pad:func_0023c008;this-pad:func_0023ef50;this-pad:func_00290cf0;this-pad:func_0023f1b0;this-pad:func_0023c4b8;this-pad:func_00236ca8;arity-pad:func_0028fb88;this-pad:func_0028fe38;this-pad:func_0027dd18;this-pad:func_0023f0c0;this-pad:func_0023f070;this-pad:func_0027d450;gvote:m_FadeWait->0035f057;gvote:sm_manager_ptr->00347f80;gvote:m_Place->0035f040;gvote:m_ItemStat->0035f018;gvote:m_pri->0035f3d4;gvote:Allocator->0032ba14;gvote:m_Munny->0035f044;gvote:m_Time->0035f048;globals:29ppc/26ps2;gdims:_ZZN2dk5Obj2DnwEjEs_0;gdims:_ZZN2dk5Obj2DnwEjEs_2;gdims:m_CurPos;unmapped-global:m_MenuPtr;unmapped-global:m_MainBase;unmapped-global:0x797698;fix-assign-cast;fix-assign-cast;fix-arity:func_00290cf0;fix-arity:func_00290cf0;fix-arity:func_0023f070;static-unmapped	
00254ab8	003105e8	932	float	46.90	near	15.22		positional:ErrorPrintf->00139d78;positional:ErrorRaise->00139d78;arity-pad:func_0023d808;this-pad:func_00281100;this-pad:func_00281128;this-pad:func_00281538;arity-pad:func_0023ec18;this-pad:func_002811e0;this-pad:func_00281238;arity-pad:func_0023e858;arity-pad:func_0023e8b8;arity-pad:func_0023e8d8;this-pad:func_002811b0;arity-pad:func_0023eae0;arity-pad:func_0023eac0;arity-pad:func_0023e958;arity-pad:func_0023e9c8;arity-pad:func_0023e9e0;gvote:m_PartyInfo->0035f010;gvote:s_DispDelay->0035ef60;gvote:m_Delay->0035f030;gvote:m_InitSetupObj->0035f056;globals:8ppc/12ps2;fix-arity:func_00139d78	
002551b8	003126c0	976	loop	78.33	near	41.39		simmap:isAbilityHistForm->00287218;positional:Setup->002937c0;this-pad:func_00288f48;this-pad:func_0028b1e8;this-pad:func_00288d80;this-pad:func_00288e08;this-pad:func_002891b8;arity-pad:func_00139620;arity-pad:func_001395f8;this-pad:func_0023aa18;this-pad:func_0023aa38;this-pad:func_00138c68;this-pad:func_002891f0;gvote:m_MenuPtr->0035f01c;gvote:m_MenuPtr2->0035f020;gvote:m_SelPtr->0035f024;gvote:m_pri->0035f3d4;gvote:m_EnableSelector->0035ef70;gvote:m_isNewJiminy->0035f05c;gdims:s_TopSeq;gdims:m_CurPos;raw-view:3	
00255588	00311e90	888	switch	27.06	near	52.32		positional:isExist->00256f18;positional:Leave->00256aa0;dropped:ErrorPrintfx3;dropped:ErrorRaisex1;this-pad:func_002892f8;this-pad:func_00139d78;this-pad:func_00247bb0;this-pad:func_0023d820;this-pad:func_00256aa0;this-pad:func_00290420;this-pad:func_0023f0c0;this-pad:func_0023f070;globals:8ppc/4ps2;unmapped-global:m_Place;unmapped-global:m_Munny;unmapped-global:m_Time;unmapped-global:m_OldMember;fix-arity:func_00139d78;static-unmapped;variant:no_gvote	
00255900	00310b14	1260	switch	81.56	near	17.19		dropped:ErrorPrintfx10;dropped:ErrorRaisex6;this-pad:func_00289380;this-pad:func_0023d820;this-pad:func_00139d78;this-pad:func_00289310;this-pad:func_00251a08;this-pad:func_00265c10;this-pad:func_0027d450;this-pad:func_002891e8;this-pad:func_002891b8;this-pad:func_0028aa40;arity-pad:func_00138c10;gvote:m_FadeWait->0035f057;gvote:m_MenuPtr->0035f01c;gvote:m_InitSetupObj->0035f056;gvote:s_DispDelay->0035ef60;globals:13ppc/7ps2;gdims:m_CurPos;unmapped-global:m_CurPos;unmapped-global:0x797688;unmapped-global:m_MainBase;gdims:__LNst__ZN2Tz5CmTop13Cur2TopSelPosEi_1;unmapped-global:__LNst__ZN2Tz5CmTop13Cur2TopSelPosEi_1;gdims:__LNst__ZN2Tz5CmTop13Cur2TopSelPosEi_3;unmapped-global:__LNst__ZN2Tz5CmTop13Cur2TopSelPosEi_3;gdims:LS_75_LV_3;unmapped-global:LS_75_LV_3;raw-view:1;fix-arity:func_00139d78;fix-arity:func_002677f0;fix-arity:func_00251a08;fix-arity:func_0027d450;fix-arity:func_0028aa40;fix-arity:func_0028aa40;static-unmapped	
00255df0	0030f740	2304	loop	50.38	near	50.63		positional:FadeOutAll->0028acc8;positional:GetActiveSelector->0028acc8;positional:GetType->0028acc8;positional:ErrorPrintf->00254e60;positional:ErrorRaise->0026ede0;this-pad:func_0023f0c0;this-pad:func_0023f070;this-pad:func_0028acb8;this-pad:func_002891b8;this-pad:func_0028aa40;this-pad:func_0023d820;this-pad:func_0028ffe8;arity-pad:func_0028acc8;this-pad:func_002892f8;this-pad:func_00247bb0;this-pad:func_002891d0;arity-pad:func_0028cc78;this-pad:func_002756f8;this-pad:func_00289310;gvote:m_MenuPtr->0035f01c;gvote:m_MenuPtr2->0035f020;gvote:m_SelPtr->0035f024;gvote:m_Light->0035f050;gvote:m_Munny->0035f044;gvote:m_Time->0035f048;gvote:m_Delay->0035f030;gvote:m_HideCursor->0035f054;globals:16ppc/13ps2;gdims:LS_80_s_ModeLst;unmapped-global:m_ImgUnit;unmapped-global:0x7154ac;unmapped-global:m_DelCursor;fix-arity:func_0023f070;fix-arity:func_0028aa40;fix-arity:func_0028acc8;fix-voidret:func_0028acc8;fix-arity:func_0028cc78;static-unmapped	
002566f0	0030f1c8	868	branchy	68.87	near	36.75		arity-pad:func_00289310;arity-pad:func_002891e8;arity-pad:func_002890e0;arity-pad:func_0024e008;arity-pad:func_002891d0;this-pad:func_002756f8;arity-pad:func_00289358;gvote:m_Light->0035f050	
00256a58	0030f0b0	68	straight	86.35	near	26.22		dropped:ErrorPrintfx1;dropped:ErrorRaisex1;this-pad:func_0028b040;gvote:m_MenuPtr->0035f01c;globals:6ppc/2ps2;gdims:s_TopSeq;unmapped-global:s_TopSeq;gdims:__LNst__ZN2Tz5CmTop13Cur2TopSelPosEi_1;unmapped-global:__LNst__ZN2Tz5CmTop13Cur2TopSelPosEi_1;gdims:__LNst__ZN2Tz5CmTop13Cur2TopSelPosEi_3;unmapped-global:__LNst__ZN2Tz5CmTop13Cur2TopSelPosEi_3;gdims:LS_75_LV_3;unmapped-global:LS_75_LV_3;static-unmapped	
00256cc0	00313424	364	branchy	78.94	near	49.44		stack-locals:1;positional:ErrorPrintf->00257770;positional:ErrorRaise->00192048;this-pad:func_00192b30;this-pad:func_00192c90;gvote:m_pri->0035f3d4;globals:9ppc/5ps2;gdims:__LNst__ZN2Tz5CmTop13Cur2TopSelPosEi_3;gdims:LS_99_LV_7;gdims:__LNst__ZN2Tz5CmTop13CreatePadHelpEiii_1;unmapped-global:LS_122_LV_13;unmapped-global:m_SeqUnit;unmapped-global:m_ImgUnit;unmapped-global:m_Lay;raw-view:2;static-unmapped	
00257158	003154b0	132	branchy	75.59	near	75.59			
002571e0	00315560	420	loop	99.86	near	33.73		stack-locals:1;this-pad:func_00288f48;this-pad:func_0028af28;this-pad:func_002892f8;this-pad:func_002891b8;arity-pad:func_001396b0;this-pad:func_00138c78;this-pad:func_0023aa18;this-pad:func_0023aa38;this-pad:func_00138c68;gvote:m_SelPtr->0035f024;gvote:m_Warning->0035f034	
00257388	0031575c	208	branchy	94.46	near	84.47		this-pad:func_00139620;globals:6ppc/5ps2;gdims:s_WarningWinSeqNum;gdims:s_WarningWin2SeqNum;unmapped-global:m_Lay;static-unmapped;variant:no_gvote	
