ee_addr	dwarf_linkage	tier	static	arity	ret	text	decl_file
002dd3a0	_ZN2Ti6MGJump12obj_leave_okEPNS_5MGObjE	med	0	2	bool	Ti::MGJump::obj_leave_ok(Ti::MGJump *, Ti::MGObj *)	C:/hd25/kingdom2/taito/mg_jump.cpp
002dd448	_ZN2Ti6MGJump12on_get_prizeEii	sim-med	0	3		Ti::MGJump::on_get_prize(Ti::MGJump *, int, int)	C:/hd25/kingdom2/taito/mg_jump.cpp
002dd4a8	_ZN2Ti6MGJump15add_combo_countEi	high	0	2		Ti::MGJump::add_combo_count(Ti::MGJump *, int)	C:/hd25/kingdom2/taito/mg_jump.cpp
002dd4f8	_ZN2Ti6MGJump17reset_combo_countEv	high	0	1		Ti::MGJump::reset_combo_count(Ti::MGJump *)	C:/hd25/kingdom2/taito/mg_jump.cpp
002dd530	_ZN2Ti6MGJump18start_special_modeEi	high	0	2		Ti::MGJump::start_special_mode(Ti::MGJump *, int)	C:/hd25/kingdom2/taito/mg_jump.cpp
002dd700	_ZN2Ti10MGJumpPoohC1EPKN2YS8OBJENTRYERKN2kn7FVectorEf	sim-med	0	4		Ti::MGJumpPooh::MGJumpPooh(Ti::MGJumpPooh *, const YS::OBJENTRY *, const kn::FVector &, float)	C:/hd25/kingdom2/taito/mg_jump_gimobj.cpp
002dd730	_ZN2Ti12MGJumpPlayer15_OVR_initializeEv	sim-high	0	1		Ti::MGJumpPlayer::_OVR_initialize(Ti::MGJumpPlayer *)	C:/hd25/kingdom2/taito/mg_jump_player.cpp
002dd7d0	_ZN2Ti12MGJumpPlayer9_OVR_execEv	sim-high	0	1		Ti::MGJumpPlayer::_OVR_exec(Ti::MGJumpPlayer *)	C:/hd25/kingdom2/taito/mg_jump_player.cpp
002dda88	_ZN2Ti12MGJumpGimObjC1EPKN2YS8OBJENTRYERKN2kn7FVectorEf	sim-med	0	4		Ti::MGJumpGimObj::MGJumpGimObj(Ti::MGJumpGimObj *, const YS::OBJENTRY *, const kn::FVector &, float)	C:/hd25/kingdom2/taito/mg_jump_gimobj.cpp
002ddbb8	_ZN2Ti12MGJumpGimObj10is_triggerEv	med	0	1	bool	Ti::MGJumpGimObj::is_trigger(Ti::MGJumpGimObj *)	C:/hd25/kingdom2/taito/mg_jump_gimobj.cpp
002ddc7c	_ZN2Ti12MGJumpGimObj10_OVR_beginEv	med	0	1		Ti::MGJumpGimObj::_OVR_begin(Ti::MGJumpGimObj *)	C:/hd25/kingdom2/taito/mg_jump_gimobj.cpp
002de11c	_ZN2Ti12MGJumpGimObj9_OVR_execEv	med	0	1		Ti::MGJumpGimObj::_OVR_exec(Ti::MGJumpGimObj *)	C:/hd25/kingdom2/taito/mg_jump_gimobj.cpp
002de3e0	_ZN2Ti12MGJumpGimObj5burstEv	med	0	1		Ti::MGJumpGimObj::burst(Ti::MGJumpGimObj *)	C:/hd25/kingdom2/taito/mg_jump_gimobj.cpp
002de500	_ZN2Ti12MGJumpGimObj12appear_prizeERKN2kn7FVectorE	high	0	2		Ti::MGJumpGimObj::appear_prize(Ti::MGJumpGimObj *, const kn::FVector &)	C:/hd25/kingdom2/taito/mg_jump_gimobj.cpp
002de698	_ZN2Ti12MGJumpGimObj6freezeEv	med	0	1		Ti::MGJumpGimObj::freeze(Ti::MGJumpGimObj *)	C:/hd25/kingdom2/taito/mg_jump_gimobj.cpp
002de6e8	_ZN2Ti12MGJumpGimObj11get_top_posEv	med	0	1	float	Ti::MGJumpGimObj::get_top_pos(Ti::MGJumpGimObj *)	C:/hd25/kingdom2/taito/mg_jump_gimobj.cpp
002de848	_ZN2YS3OBJ6VTABLEIN2Ti10MGJumpPoohEE10initializeEPS0_	sim-high	0	2		YS::OBJ::VTABLE<Ti::MGJumpPooh>::initialize(YS::OBJ::VTABLE<Ti::MGJumpPooh> *, YS::OBJ *)	C:/hd25/kingdom2/taito/../yasui/libys/obj.h
002de8e8	_ZN2YS3OBJ6VTABLEIN2Ti10MGJumpPoohEE9post_execEPS0_	med	0	2		YS::OBJ::VTABLE<Ti::MGJumpPooh>::post_exec(YS::OBJ::VTABLE<Ti::MGJumpPooh> *, YS::OBJ *)	C:/hd25/kingdom2/taito/../yasui/libys/obj.h
002deba0	_ZN2Ti14ACTION_PO_JUMP10decide_wayEPN2YS3OBJEff	sim-high	0	4		Ti::ACTION_PO_JUMP::decide_way(Ti::ACTION_PO_JUMP *, YS::OBJ *, float, float)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002ded60	_ZN2Ti14ACTION_PO_JUMP15get_jump_motionEv	sim-sib-high	0	1	int	Ti::ACTION_PO_JUMP::get_jump_motion(Ti::ACTION_PO_JUMP *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002ded68	_ZN2Ti14ACTION_PO_JUMP15get_fall_motionEv	sim-sib-high	0	1	int	Ti::ACTION_PO_JUMP::get_fall_motion(Ti::ACTION_PO_JUMP *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002ded70	_ZN2Ti14ACTION_PO_JUMP15get_land_motionEv	sim-sib-high	0	1	int	Ti::ACTION_PO_JUMP::get_land_motion(Ti::ACTION_PO_JUMP *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002def70	_ZN2Ti14ACTION_PO_JUMP7on_landEPN2YS3OBJE	sim-high	0	2		Ti::ACTION_PO_JUMP::on_land(Ti::ACTION_PO_JUMP *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002deff0	_ZN2Ti14ACTION_PO_JUMP7on_fallEPN2YS3OBJE	sim-med	0	2		Ti::ACTION_PO_JUMP::on_fall(Ti::ACTION_PO_JUMP *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002df040	_ZN2Ti14ACTION_PO_JUMP7controlEPN2YS3OBJE	sim-high	0	2		Ti::ACTION_PO_JUMP::control(Ti::ACTION_PO_JUMP *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002df328	_ZN2Ti21ACTION_PO_JUMP_TIGGER5startEPN2YS3OBJE	sim-med	0	2		Ti::ACTION_PO_JUMP_TIGGER::start((anonymous namespace)::ACTION_PO_JUMP_TIGGER *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002df470	_ZN2Ti21ACTION_PO_JUMP_TIGGER7on_landEPN2YS3OBJE	sim-high	0	2		Ti::ACTION_PO_JUMP_TIGGER::on_land((anonymous namespace)::ACTION_PO_JUMP_TIGGER *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002df500	_ZN2Ti21ACTION_PO_JUMP_TIGGER7controlEPN2YS3OBJE	sim-high	0	2		Ti::ACTION_PO_JUMP_TIGGER::control((anonymous namespace)::ACTION_PO_JUMP_TIGGER *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002df6d8	_ZN2Ti21ACTION_PO_JUMP_TIGGER7on_jumpEPN2YS3OBJEi	sim-sib-med	0	3		Ti::ACTION_PO_JUMP_TIGGER::on_jump((anonymous namespace)::ACTION_PO_JUMP_TIGGER *, YS::OBJ *, int)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002df758	_ZN2Ti18ACTION_PO_JUMP_ROO5startEPN2YS3OBJE	sim-high	0	2		Ti::ACTION_PO_JUMP_ROO::start((anonymous namespace)::ACTION_PO_JUMP_ROO *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002df7d8	_ZN2Ti18ACTION_PO_JUMP_ROO7on_landEPN2YS3OBJE	sim-high	0	2		Ti::ACTION_PO_JUMP_ROO::on_land((anonymous namespace)::ACTION_PO_JUMP_ROO *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002df868	_ZN2Ti18ACTION_PO_JUMP_ROO7controlEPN2YS3OBJE	sim-high	0	2		Ti::ACTION_PO_JUMP_ROO::control((anonymous namespace)::ACTION_PO_JUMP_ROO *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002dfa40	_ZN2Ti18ACTION_PO_JUMP_ROO7on_jumpEPN2YS3OBJEi	sim-sib-high	0	3		Ti::ACTION_PO_JUMP_ROO::on_jump((anonymous namespace)::ACTION_PO_JUMP_ROO *, YS::OBJ *, int)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002dfb60	_ZN2Ti21ACTION_PO_JUMP_PLAYER15get_jump_motionEv	sim-med	0	1	int	Ti::ACTION_PO_JUMP_PLAYER::get_jump_motion(Ti::ACTION_PO_JUMP_PLAYER *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002dfb78	_ZN2Ti21ACTION_PO_JUMP_PLAYER15get_fall_motionEv	sim-med	0	1	int	Ti::ACTION_PO_JUMP_PLAYER::get_fall_motion(Ti::ACTION_PO_JUMP_PLAYER *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002dfb90	_ZN2Ti21ACTION_PO_JUMP_PLAYER15get_land_motionEv	sim-med	0	1	int	Ti::ACTION_PO_JUMP_PLAYER::get_land_motion(Ti::ACTION_PO_JUMP_PLAYER *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002dfba8	_ZN2Ti21ACTION_PO_JUMP_PLAYER5startEPN2YS3OBJE	sim-high	0	2		Ti::ACTION_PO_JUMP_PLAYER::start(Ti::ACTION_PO_JUMP_PLAYER *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002dfcb0	_ZN2Ti21ACTION_PO_JUMP_PLAYER7controlEPN2YS3OBJE	med	0	2		Ti::ACTION_PO_JUMP_PLAYER::control(Ti::ACTION_PO_JUMP_PLAYER *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002dfe38	_ZN2Ti21ACTION_PO_JUMP_PLAYER12land_balloonEPN2YS3OBJES3_fi	med	0	5		Ti::ACTION_PO_JUMP_PLAYER::land_balloon(Ti::ACTION_PO_JUMP_PLAYER *, YS::OBJ *, YS::OBJ *, float, int)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002dff60	_ZN2Ti21ACTION_PO_JUMP_PLAYER17exec_land_balloonEPN2YS3OBJE	med	0	2		Ti::ACTION_PO_JUMP_PLAYER::exec_land_balloon(Ti::ACTION_PO_JUMP_PLAYER *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002e0230	_ZN2Ti21ACTION_PO_JUMP_PLAYER15check_collisionEPN2YS3OBJE	med	0	2	int	Ti::ACTION_PO_JUMP_PLAYER::check_collision(Ti::ACTION_PO_JUMP_PLAYER *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002e065c	_ZN2Ti21ACTION_PO_JUMP_PLAYER10on_landingEPN2YS3OBJEfff	med	0	5		Ti::ACTION_PO_JUMP_PLAYER::on_landing(Ti::ACTION_PO_JUMP_PLAYER *, YS::OBJ *, float, float, float)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002e0670	_ZN2Ti21ACTION_PO_JUMP_PLAYER13is_release_okEPN2YS3OBJEf	sim-rerun2-med	0	3	bool	Ti::ACTION_PO_JUMP_PLAYER::is_release_ok(Ti::ACTION_PO_JUMP_PLAYER *, YS::OBJ *, float)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002e0698	_ZN2Ti21ACTION_PO_JUMP_PLAYER7on_landEPN2YS3OBJE	med	0	2		Ti::ACTION_PO_JUMP_PLAYER::on_land(Ti::ACTION_PO_JUMP_PLAYER *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002e0720	_ZN2Ti21ACTION_PO_JUMP_PLAYER7on_fallEPN2YS3OBJE	sim-high	0	2		Ti::ACTION_PO_JUMP_PLAYER::on_fall(Ti::ACTION_PO_JUMP_PLAYER *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002e0768	_ZN2Ti21ACTION_PO_JUMP_PLAYER7on_jumpEPN2YS3OBJEi	med	0	3		Ti::ACTION_PO_JUMP_PLAYER::on_jump(Ti::ACTION_PO_JUMP_PLAYER *, YS::OBJ *, int)	C:/hd25/kingdom2/taito/action_po_jump.cpp
002e0bb0	_ZN2Ti11MG_ALEscape4initEi	sim-med	1	1		Ti::MG_ALEscape::init(int) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/mg_al_escape.cpp
002e0d28	_ZN2Ti11MG_ALEscapeC1Ei	sim-high	0	2		Ti::MG_ALEscape::MG_ALEscape(Ti::MG_ALEscape *, int)	C:/hd25/kingdom2/taito/mg_al_escape.cpp
002e0e70	_ZN2Ti11MG_ALEscapeD1Ev	sim-high	0	1		Ti::MG_ALEscape::~MG_ALEscape(Ti::MG_ALEscape *)	C:/hd25/kingdom2/taito/mg_al_escape.cpp
002e0f80	_ZN2Ti11MG_ALEscape4stopEv	sim-rerun2-med	0	1		Ti::MG_ALEscape::stop(Ti::MG_ALEscape *)	C:/hd25/kingdom2/taito/mg_al_escape.cpp
002e0fa0	_ZN2Ti11MG_ALEscape17player_control_okEv	sim-rerun2-med	0	1	bool	Ti::MG_ALEscape::player_control_ok(Ti::MG_ALEscape *)	C:/hd25/kingdom2/taito/mg_al_escape.cpp
002e1178	_ZN2Ti11MG_ALEscape18task_update_cameraEP4TASK	sim-high	1	1		Ti::MG_ALEscape::task_update_camera(TASK *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/mg_al_escape.cpp
002e1288	_ZN2Ti11MG_ALEscape9post_execEv	sim-med	0	1		Ti::MG_ALEscape::post_exec(Ti::MG_ALEscape *)	C:/hd25/kingdom2/taito/mg_al_escape.cpp
002e1668	_ZN2Ti11MG_ALEscape16_check_collisionEPN2YS3OBJERN2kn7FVectorES6_	sim-high	0	4		Ti::MG_ALEscape::_check_collision(Ti::MG_ALEscape *, YS::OBJ *, kn::FVector &, kn::FVector &)	C:/hd25/kingdom2/taito/mg_al_escape.cpp
002e17a0	_ZN2Ti16ACTION_AL_ESCAPE13calc_movementEPN2YS3OBJE	sim-rerun-med	0	2		Ti::ACTION_AL_ESCAPE::calc_movement(Ti::ACTION_AL_ESCAPE *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_al_escape.cpp
002e1998	_ZN2Ti16ACTION_AL_ESCAPE7controlEPN2YS3OBJE	sim-high	0	2		Ti::ACTION_AL_ESCAPE::control(Ti::ACTION_AL_ESCAPE *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_al_escape.cpp
002e1d28	_ZN2Ti23ACTION_AL_ESCAPE_CARPET7controlEPN2YS3OBJE	sim-high	0	2		Ti::ACTION_AL_ESCAPE_CARPET::control((anonymous namespace)::ACTION_AL_ESCAPE_CARPET *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_al_escape.cpp
002e1f40	_ZN2Ti12MG_EHSidecar4initEi	sim-high	1	1		Ti::MG_EHSidecar::init(int) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/mg_eh_sidecar.cpp
002e20d8	_ZN2Ti12MG_EHSidecarC1Ei	sim-high	0	2		Ti::MG_EHSidecar::MG_EHSidecar(Ti::MG_EHSidecar *, int)	C:/hd25/kingdom2/taito/mg_eh_sidecar.cpp
002e2240	_ZN2Ti12MG_EHSidecarD1Ev	sim-high	0	1		Ti::MG_EHSidecar::~MG_EHSidecar(Ti::MG_EHSidecar *)	C:/hd25/kingdom2/taito/mg_eh_sidecar.cpp
002e2428	_ZN2Ti12MG_EHSidecar4stopEv	sim-sib-high	0	1		Ti::MG_EHSidecar::stop(Ti::MG_EHSidecar *)	C:/hd25/kingdom2/taito/mg_eh_sidecar.cpp
002e2440	_ZN2Ti12MG_EHSidecar4execEv	sim-high	0	1		Ti::MG_EHSidecar::exec(Ti::MG_EHSidecar *)	C:/hd25/kingdom2/taito/mg_eh_sidecar.cpp
002e2570	_ZN2Ti12MG_EHSidecar9post_execEv	sim-med	0	1		Ti::MG_EHSidecar::post_exec(Ti::MG_EHSidecar *)	C:/hd25/kingdom2/taito/mg_eh_sidecar.cpp
002e26c0	_ZN2Ti12MG_EHSidecar15MoveToNextPointEv	sim-med	1	0		Ti::MG_EHSidecar::MoveToNextPoint() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/mg_eh_sidecar.cpp
002e2728	_ZN2Ti12MG_EHSidecar9play_pathEib	sim-med	0	3		Ti::MG_EHSidecar::play_path(Ti::MG_EHSidecar *, int, bool)	C:/hd25/kingdom2/taito/mg_eh_sidecar.cpp
002e27c8	_ZN2Ti12MG_EHSidecar13update_cameraEv	med	0	1		Ti::MG_EHSidecar::update_camera(Ti::MG_EHSidecar *)	C:/hd25/kingdom2/taito/mg_eh_sidecar.cpp
002e2920	_ZN2Ti12MG_EHSidecar17pre_camera_matrixEv	sim-rerun-med	0	1	const kn::FMatrix &	Ti::MG_EHSidecar::pre_camera_matrix(Ti::MG_EHSidecar *)	C:/hd25/kingdom2/taito/mg_eh_sidecar.cpp
002e2930	_ZN2Ti12MG_EHSidecar13camera_matrixEv	sim-rerun-med	0	1	const kn::FMatrix &	Ti::MG_EHSidecar::camera_matrix(Ti::MG_EHSidecar *)	C:/hd25/kingdom2/taito/mg_eh_sidecar.cpp
002e2940	_ZN2Ti12MG_EHSidecar16_check_collisionEPN2YS3OBJERN2kn7FVectorES6_	sim-high	0	4		Ti::MG_EHSidecar::_check_collision(Ti::MG_EHSidecar *, YS::OBJ *, kn::FVector &, kn::FVector &)	C:/hd25/kingdom2/taito/mg_eh_sidecar.cpp
002e2d88	_ZN2Ti12MG_EHSidecar8PlayPathEib	high	1	2		Ti::MG_EHSidecar::PlayPath(int, bool) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/mg_eh_sidecar.cpp
002e2dd8	_ZN2Ti12MG_EHSidecar13IsPointMovingEv	sim-med	1	0	bool	Ti::MG_EHSidecar::IsPointMoving() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/mg_eh_sidecar.cpp
002e2eb0	_ZN2Ti17ACTION_EH_SIDECAR5startEPN2YS3OBJE	sim-med	0	2		Ti::ACTION_EH_SIDECAR::start(Ti::ACTION_EH_SIDECAR *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_eh_sidecar.cpp
002e2f90	_ZN2Ti17ACTION_EH_SIDECAR7controlEPN2YS3OBJE	sim-high	0	2		Ti::ACTION_EH_SIDECAR::control(Ti::ACTION_EH_SIDECAR *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_eh_sidecar.cpp
002e31f0	_ZN2Ti25ACTION_EH_SIDECAR_MACHINE7controlEPN2YS3OBJE	sim-high	0	2		Ti::ACTION_EH_SIDECAR_MACHINE::control((anonymous namespace)::ACTION_EH_SIDECAR_MACHINE *, YS::OBJ *)	C:/hd25/kingdom2/taito/action_eh_sidecar.cpp
002e3318	_ZN2Ti9MGUnitSeq9find_unitEPjiiii	sim-sib-med	0	6	int	Ti::MGUnitSeq::find_unit(Ti::MGUnitSeq *, unsigned int *, int, int, int, int)	C:/hd25/kingdom2/taito/mg_unit_seq.cpp
002e33d8	_ZN2Ti9MGUnitSeq13find_loop_endEii	sim-rerun2-med	0	3	int	Ti::MGUnitSeq::find_loop_end(Ti::MGUnitSeq *, int, int)	C:/hd25/kingdom2/taito/mg_unit_seq.cpp
002e33f8	_ZN2Ti9MGUnitSeq15find_return_endEii	sim-rerun2-med	0	3	int	Ti::MGUnitSeq::find_return_end(Ti::MGUnitSeq *, int, int)	C:/hd25/kingdom2/taito/mg_unit_seq.cpp
002e34b8	_ZN2Ti10MapPathOptC1Ev	sim-rerun2-high	0	1		Ti::MapPathOpt::MapPathOpt(Ti::MapPathOpt *)	C:/hd25/kingdom2/taito/map_path_opt.cpp
002e34c0	_ZN2Ti10MapPathOpt3setEPv	sim-rerun2-high	0	2		Ti::MapPathOpt::set(Ti::MapPathOpt *, void *)	C:/hd25/kingdom2/taito/map_path_opt.cpp
002e34c8	_ZN2Ti10MapPathOpt16get_course_countEv	sim-sib-med	0	1	int	Ti::MapPathOpt::get_course_count(Ti::MapPathOpt *)	C:/hd25/kingdom2/taito/map_path_opt.cpp
002e34d8	_ZN2Ti10MapPathOpt15get_course_infoEi	sim-rerun2-med	0	2	Ti::MapPathOpt::CourseInfo *	Ti::MapPathOpt::get_course_info(Ti::MapPathOpt *, int)	C:/hd25/kingdom2/taito/map_path_opt.cpp
002e3540	_ZN2Ti17trap_get_path_dirEP8BD_VALUE	sim-sandwich	1	1		Ti::trap_get_path_dir(BD_VALUE *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/trapnpc.cpp
002e35e8	_ZN2Ti19trap_get_path_dir_rEP8BD_VALUE	sim-sandwich	1	1		Ti::trap_get_path_dir_r(BD_VALUE *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/trapnpc.cpp
002e3750	_ZN2Ti19trap_get_rtn_actionEP8BD_VALUE	sim-med	1	1		Ti::trap_get_rtn_action(BD_VALUE *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/trapnpc.cpp
002e37c0	_ZN2Ti23trap_get_rtn_action_dirEP8BD_VALUE	sim-med	1	1		Ti::trap_get_rtn_action_dir(BD_VALUE *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/trapnpc.cpp
002e3840	_ZN2Ti21trap_get_obj_head_posEP8BD_VALUE	sim-sandwich	1	1		Ti::trap_get_obj_head_pos(BD_VALUE *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/trapnpc.cpp
002e38b8	_ZN2Ti26trap_get_path_dir_from_objEP8BD_VALUE	sim-high	1	1		Ti::trap_get_path_dir_from_obj(BD_VALUE *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/trapnpc.cpp
002e3a18	_ZN2Ti25trap_get_path_current_posEP8BD_VALUE	med	1	1		Ti::trap_get_path_current_pos(BD_VALUE *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/trapnpc.cpp
002e3a78	_ZN2Ti25trap_get_path_current_dirEP8BD_VALUE	med	1	1		Ti::trap_get_path_current_dir(BD_VALUE *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/trapnpc.cpp
002e3c28	_ZN2Ti20trap_reset_leave_wayEP8BD_VALUE	sim-med	1	1		Ti::trap_reset_leave_way(BD_VALUE *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/trapnpc.cpp
002e3ce8	_ZN2Ti29trap_get_path_first_point_posEP8BD_VALUE	med	1	1		Ti::trap_get_path_first_point_pos(BD_VALUE *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/trapnpc.cpp
002e3d48	_ZN2Ti28trap_get_path_last_point_posEP8BD_VALUE	med	1	1		Ti::trap_get_path_last_point_pos(BD_VALUE *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/trapnpc.cpp
002e3e68	_ZN2Ti24trap_eh22_path_is_movingEP8BD_VALUE	sim-sandwich	1	1		Ti::trap_eh22_path_is_moving(BD_VALUE *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/trapnpc.cpp
002e4a08	_ZN2Ti4CordC1Ev	sim-rerun-med	0	1		Ti::Cord::Cord(Ti::Cord *)	C:/hd25/kingdom2/taito/cord.cpp
002e50f8	_ZN2Ti4Cord4initEv	sim-high	0	1		Ti::Cord::init(Ti::Cord *)	C:/hd25/kingdom2/taito/cord.cpp
002e51b0	_ZN2Ti4Cord16get_vertical_posEf	sim-rerun-med	0	2	float	Ti::Cord::get_vertical_pos(Ti::Cord *, float)	C:/hd25/kingdom2/taito/cord.cpp
002e5350	_ZN2Ti4Cord4stepEfi	sim-rerun-med	0	3		Ti::Cord::step(Ti::Cord *, float, int)	C:/hd25/kingdom2/taito/cord.cpp
002e5518	_ZN2Ti4Cord4drawERN2kn7FMatrixERNS1_16Vif1PacketBufferEy	high	0	4		Ti::Cord::draw(Ti::Cord *, kn::FMatrix &, kn::Vif1PacketBuffer &, ULONGLONG)	C:/hd25/kingdom2/taito/cord.cpp
002e5f28	_ZN2gm7CONVERT13CreateTextureEPN2kn15MemoryAllocatorEPvS4_PNS_4PLANE	sim-med	1	4		gm::CONVERT::CreateTexture(kn::MemoryAllocator *, void *, void *, gm::PLAN *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/libgumi/convert.cpp
002e5f70	_ZN2Ti4Tim2C1Ev	sim-med	0	1		Ti::Tim2::Tim2(Ti::Tim2 *)	C:/hd25/kingdom2/taito/tim2.cpp
002e5fb8	_ZN2Ti4Tim24initEPv	sim-med	0	2		Ti::Tim2::init(Ti::Tim2 *, void *)	C:/hd25/kingdom2/taito/tim2.cpp
002e60c0	_ZN2kn12clearZBufferEv	sim-rerun2-med	1	0		kn::clearZBuffer() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/naka/libkn/vu1draw.cpp
002e64b8	_ZN2Ti3Afp7getDataEiPv	sim-med	1	2	Ti::Afp::Data *	Ti::Afp::getData(int, void *) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/afp.cpp
002e6ab0	_ZN2Ti3Afp4Data11calc_matrixERN2kn7FMatrixEf	sim-high	0	3		Ti::Afp::Data::calc_matrix(Ti::Afp::Data *, Matrix &, float)	C:/hd25/kingdom2/taito/afp.cpp
002e6fc0	_ZN2Ti3AfpC1EPv	sim-high	0	2		Ti::Afp::Afp(Ti::Afp *, void *)	C:/hd25/kingdom2/taito/afp.cpp
002e70b0	_ZN2Ti3AfpD1Ev	sim-high	0	1		Ti::Afp::~Afp(Ti::Afp *)	C:/hd25/kingdom2/taito/afp.cpp
002e71a0	_Z4calcP11_pppPObjectP19PRyjDrawShipolyBoneP13_pppCtrlTable	sim-med	0	3		calc(pppPObject *, PRyjDrawShipolyBone *, pppCtrlTable *)	C:/hd25/riCommon/pppRyjDrawShipolyBone.cpp
002e7340	_ZN2Ti13IntervalVoice5startEPN2YS6STDOBJEiPhff	sim-rerun-high	0	6		Ti::IntervalVoice::start(Ti::IntervalVoice *, YS::STDOBJ *, int, u_char *, float, float)	C:/hd25/kingdom2/taito/voice.cpp
002e7458	_ZN2Ti13IntervalVoice4stopEv	sim-sib-med	0	1		Ti::IntervalVoice::stop(Ti::IntervalVoice *)	C:/hd25/kingdom2/taito/voice.cpp
002e7500	_ZN2Ti13IntervalVoice9clear_allEv	sim-rerun-med	1	0		Ti::IntervalVoice::clear_all() [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/voice.cpp
002e7568	_ZN2Ti15play_voice_randEPN2YS6STDOBJEiPhf	sim-rerun-high	1	4	int	Ti::play_voice_rand(YS::STDOBJ *, int, u_char *, float) [DWARF: static -- no implicit `this`, do NOT add a leading self/object-pointer argument]	C:/hd25/kingdom2/taito/voice.cpp
002e77f8	_ZN2Ts8EDITSAVE17get_gumiship_planEi	sim-med	0	2	void *	Ts::EDITSAVE::get_gumiship_plan(Ts::EDITSAVE *, int)	C:/hd25/kingdom2/sugi/editsave.cpp
